Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,,
S3,2020,6,19,1,31,30,45.364822,-71.845901,153.8,15,78.8,17.3,60,614.4,1799,0.182671,64,35,27,94,UE,,
S4,2020,6,19,1,31,32,45.364742,-71.845901,154.10001,15,78.8,17.3,60,614.4,1956,2.753119,1394,581,346,2158,OK,,
S5,2020,6,19,1,31,35,45.364632,-71.845901,154.3,15,78.8,17.3,60,614.4,1676,0.274007,122,56,37,199,UE,,
S6,2020,6,19,1,31,37,45.364567,-71.845901,154.5,15,78.8,17.4,60,614.4,2070,0.234863,64,38,28,113,UE,,
S1,2020,6,19,1,31,39,45.364464,-71.845917,154.5,15,78.7,17.3,60,614.4,2189,0.339247,95,57,45,168,UE,,
S2,2020,6,19,1,31,42,45.364403,-71.845963,154.8,15,78.7,17.3,60,614.4,1665,0.57411,286,135,104,449,OK,,
S3,2020,6,19,1,31,44,45.364346,-71.846046,155,15,78.6,17.3,60,614.4,2053,4.723361,1162,694,486,2129,OK,,
S4,2020,6,19,1,31,47,45.364307,-71.846138,154.5,15,78.6,17.3,60,614.4,3665,3.627333,3267,1064,465,4916,OK,,
S5,2020,6,19,1,31,49,45.364269,-71.846313,152.7,15,78.6,17.3,60,614.4,2046,0.561062,141,84,59,246,UE,,
S6,2020,6,19,1,31,52,45.364239,-71.846451,152.10001,15,78.7,17.4,60,614.4,1633,0.313151,96,48,27,155,UE,,
S2,2020,6,19,1,31,57,45.364243,-71.846649,152.10001,15,78.6,17.3,60,614.4,1750,0.430583,197,87,54,325,UE,,
S3,2020,6,19,1,31,59,45.364285,-71.846695,152.39999,14,78.6,17.3,60,614.4,1628,0.352295,124,62,41,191,UE,,
S4,2020,6,19,1,32,2,45.364357,-71.846794,152.3,14,78.6,17.3,60,614.4,1709,2.805311,1045,553,434,1777,OK,,
S5,2020,6,19,1,32,4,45.364384,-71.846863,153.60001,13,78.5,17.3,60,614.4,2838,0.456679,136,86,77,192,UE,,
S6,2020,6,19,1,32,6,45.364429,-71.84697,154.60001,15,78.5,17.3,60,614.4,3293,0.313151,74,51,44,110,UE,,
S1,2020,6,19,1,32,9,45.364464,-71.847023,154,14,78.6,17.4,60,614.4,4107,0.169623,44,31,29,60,UE,,
S2,2020,6,19,1,32,11,45.364506,-71.847054,153.8,14,78.5,17.3,60,614.4,2445,0.965549,675,272,186,1045,OK,,
S3,2020,6,19,1,32,14,45.364536,-71.847031,153.8,15,78.5,17.3,60,614.4,1620,1.226508,538,264,201,847,OK,,
S4,2020,6,19,1,32,16,45.364609,-71.846916,155.7,14,78.4,17.3,60,614.4,3253,1.931098,399,284,233,765,OK,,
S5,2020,6,19,1,32,19,45.364647,-71.84687,154.39999,15,78.5,17.4,60,614.4,1734,0.782878,298,159,128,453,OK,,
S6,2020,6,19,1,32,21,45.364655,-71.846863,154.39999,15,78.4,17.3,60,614.4,3574,0.365343,73,54,45,127,UE,,
S1,2020,6,19,1,32,24,45.364651,-71.846878,155.2,15,78.4,17.4,60,614.4,3924,0.430583,94,69,61,146,UE,,
S2,2020,6,19,1,32,26,45.364639,-71.846931,155.5,15,78.4,17.4,60,614.4,1768,1.109077,458,246,211,651,OK,,
S3,2020,6,19,1,32,29,45.364624,-71.846977,154.8,15,78.4,17.3,60,614.4,1662,2.244249,839,434,328,1337,OK,,
S4,2020,6,19,1,32,31,45.364609,-71.847008,155,15,78.4,17.3,60,614.4,1663,1.905002,757,392,309,1241,OK,,
S5,2020,6,19,1,32,33,45.364605,-71.847054,154.2,15,78.4,17.4,60,614.4,1629,0.926405,400,192,139,650,OK,,
S6,2020,6,19,1,32,36,45.364605,-71.847054,154.10001,15,78.3,17.3,60,614.4,3085,0.234863,62,41,36,94,UE,,
S1,2020,6,19,1,32,38,45.364609,-71.847038,153.3,15,78.3,17.3,60,614.4,4097,0.417535,122,83,80,159,UE,,
S2,2020,6,19,1,32,41,45.364609,-71.847015,152.60001,14,78.3,17.4,60,614.4,1662,0.782878,411,213,195,538,OK,,
S3,2020,6,19,1,32,43,45.364609,-71.847023,152.60001,14,78.3,17.4,60,614.4,1645,1.174316,515,264,217,752,OK,,
S4,2020,6,19,1,32,46,45.364613,-71.847031,152.8,14,78.3,17.4,60,614.4,2169,1.748427,551,324,271,851,OK,,
S5,2020,6,19,1,32,48,45.364613,-71.847046,153.10001,14,78.2,17.4,60,614.4,1671,0.756782,358,167,121,559,OK,,
S6,2020,6,19,1,32,51,45.364605,-71.847031,153.89999,15,78.2,17.4,60,614.4,3135,0.169623,43,29,25,65,UE,,
S1,2020,6,19,1,32,53,45.364578,-71.847054,155.10001,15,78.2,17.4,60,614.4,4805,0.221815,51,38,36,65,UE,,
S2,2020,6,19,1,32,55,45.364506,-71.847023,155,15,78.1,17.4,60,614.4,1717,0.50887,252,133,121,333,OK,,
S3,2020,6,19,1,32,58,45.36446,-71.846977,155.5,15,78.1,17.4,60,614.4,3827,0.63935,175,119,112,231,OK,,
S4,2020,6,19,1,33,0,45.364414,-71.846886,154.2,15,78.1,17.4,60,614.4,1910,0.848117,287,161,130,470,OK,,
S5,2020,6,19,1,33,3,45.364395,-71.846817,153,15,78.1,17.4,60,614.4,1627,0.495822,218,105,77,333,UE,,
S2,2020,6,19,1,33,10,45.364216,-71.846573,151.7,15,77.9,17.3,60,614.4,1712,0.326199,128,56,29,208,UE,,
S3,2020,6,19,1,33,13,45.364166,-71.846497,152.3,14,78,17.4,60,614.4,3311,1.630995,1336,458,224,1991,OK,,
S4,2020,6,19,1,33,15,45.364132,-71.84639,152.5,15,77.9,17.4,60,614.4,2461,0.50887,146,90,76,227,UE,,
S2,2020,6,19,1,33,25,45.364037,-71.845795,152.39999,15,77.9,17.4,60,614.4,1965,0.195719,112,48,33,163,UE,,
S3,2020,6,19,1,33,27,45.364025,-71.84568,152.7,20,77.8,17.3,60,614.4,1721,2.061578,816,357,191,1339,OK,,
S4,2020,6,19,1,33,30,45.36401,-71.845596,152.89999,20,77.9,17.4,60,614.4,1623,0.978597,353,175,118,590,OK,,
S1,2020,6,19,1,33,37,45.36396,-71.845161,154.3,20,77.9,17.4,60,614.4,1631,4.227539,1197,542,194,2057,OK,,
S2,2020,6,19,1,33,40,45.363949,-71.845009,154.5,20,77.9,17.4,60,614.4,2141,4.971272,2346,882,340,3797,OK,,
S3,2020,6,19,1,33,42,45.363934,-71.844879,155.10001,20,77.8,17.4,60,614.4,1746,0.430583,141,76,55,237,UE,,
S4,2020,6,19,1,33,45,45.363918,-71.844772,154.7,20,77.8,17.4,60,614.4,3907,1.030789,1098,379,222,1633,OK,,
S5,2020,6,19,1,33,47,45.363911,-71.844696,155.3,20,77.7,17.3,60,614.4,2149,0.208767,114,45,24,179,UE,,
S6,2020,6,19,1,33,49,45.363884,-71.844505,155.89999,20,77.7,17.3,60,614.4,1856,1.122124,461,188,83,743,UE,,
S2,2020,6,19,1,33,54,45.36385,-71.844086,156,20,77.7,17.4,60,614.4,2351,0.234863,147,57,32,234,UE,,
S3,2020,6,19,1,33,57,45.363846,-71.843925,155.7,20,77.7,17.4,60,614.4,1625,0.300103,99,49,30,152,UE,,
S4,2020,6,19,1,33,59,45.363838,-71.843796,155.8,20,77.7,17.4,60,614.4,2716,0.795925,212,136,115,362,OK,,
S1,2020,6,19,1,34,7,45.363953,-71.843407,155.39999,20,77.6,17.3,60,614.4,1650,5.728054,1710,755,269,2893,OK,,
S2,2020,6,19,1,34,9,45.364017,-71.843315,155.10001,20,77.7,17.4,60,614.4,5721,0.874213,2154,629,309,3142,OK,,
S4,2020,6,19,1,34,14,45.364162,-71.843185,152.89999,20,77.7,17.4,60,614.4,1626,4.801649,1381,635,253,2459,OK,,
S5,2020,6,19,1,34,16,45.364326,-71.84314,152.2,20,77.6,17.4,60,614.4,1677,0.756782,327,150,99,540,UE,,
S2,2020,6,19,1,34,24,45.364651,-71.843109,151.5,15,77.6,17.4,60,614.4,2132,0.443631,265,109,70,433,UE,,
S3,2020,6,19,1,34,26,45.364746,-71.843117,151,15,77.5,17.3,60,614.4,1629,0.952501,293,135,61,496,UE,,
S4,2020,6,19,1,34,29,45.364841,-71.843124,150.60001,14,77.6,17.4,60,614.4,2251,1.017741,257,158,120,463,OK,,
S1,2020,6,19,1,34,36,45.365303,-71.843117,150.3,15,77.6,17.3,60,614.4,1640,0.613254,142,71,25,236,UE,,
S2,2020,6,19,1,34,39,45.365471,-71.84314,150.2,20,77.7,17.4,60,614.4,1730,0.822021,240,129,85,413,UE,,
S3,2020,6,19,1,34,41,45.365528,-71.843147,150,15,77.7,17.4,60,614.4,1621,1.291748,384,181,84,662,UE,,
S4,2020,6,19,1,34,43,45.36562,-71.843163,150.5,15,77.7,17.4,60,614.4,1622,0.691542,295,147,113,476,OK,,
S5,2020,6,19,1,34,46,45.365734,-71.843178,151.10001,15,77.7,17.4,60,614.4,1664,0.156576,56,29,21,96,UE,,
S6,2020,6,19,1,34,48,45.365944,-71.843201,152.3,14,77.6,17.4,60,614.4,1620,0.50887,154,73,35,260,UE,,
S1,2020,6,19,1,34,51,45.366062,-71.843216,152.60001,20,77.6,17.4,60,614.4,1642,0.365343,99,50,25,177,UE,,
S2,2020,6,19,1,34,53,45.366188,-71.843262,152.60001,20,77.6,17.4,60,614.4,1705,1.865858,752,334,191,1298,OK,,
S3,2020,6,19,1,34,56,45.366264,-71.843391,151.8,15,77.5,17.4,60,614.4,1774,3.275038,1096,595,454,1911,OK,,
S4,2020,6,19,1,34,58,45.366348,-71.843719,151.89999,20,77.5,17.4,60,614.4,1645,2.844455,990,505,352,1748,OK,,
S6,2020,6,19,1,35,3,45.366474,-71.844246,152.2,15,77.7,17.4,60,614.4,1648,0.287055,115,59,46,191,UE,,
S1,2020,6,19,1,35,5,45.366577,-71.844627,152.60001,20,77.7,17.3,60,614.4,2298,0.365343,94,58,45,168,UE,,
S2,2020,6,19,1,35,8,45.366638,-71.844872,152.8,20,77.8,17.4,60,614.4,1703,1.800618,605,320,232,1090,OK,,
S3,2020,6,19,1,35,10,45.36673,-71.845253,153.10001,20,77.8,17.3,60,614.4,2087,0.195719,58,34,27,95,UE,,
S4,2020,6,19,1,35,13,45.366776,-71.845512,153.2,20,77.9,17.4,60,614.4,2491,1.082981,277,175,141,512,OK,,
S6,2020,6,19,1,35,18,45.366856,-71.846153,154,20,78.1,17.4,60,614.4,1638,0.822021,315,160,119,533,OK,,
S2,2020,6,19,1,35,23,45.366875,-71.846779,154.5,20,78.1,17.3,60,614.4,1761,0.287055,177,82,67,261,UE,,
S3,2020,6,19,1,35,25,45.366898,-71.846947,154.60001,20,78.1,17.3,60,614.4,2387,3.640381,948,590,470,1933,OK,,
S4,2020,6,19,1,35,28,45.367012,-71.847061,154.7,20,78.1,17.3,60,614.4,2101,1.304796,791,332,228,1254,OK,,
S5,2020,6,19,1,35,30,45.367142,-71.847061,155.2,20,78.1,17.3,60,614.4,1633,0.313151,113,57,40,185,UE,,
S6,2020,6,19,1,35,32,45.367378,-71.847046,156.5,15,78.1,17.4,60,614.4,1657,1.591851,532,274,188,912,OK,,
S1,2020,6,19,1,35,35,45.367554,-71.847031,157.3,20,78.1,17.3,60,614.4,1625,11.195149,4225,2017,1303,7122,OK,,
S2,2020,6,19,1,35,37,45.367813,-71.847008,157.2,20,78.3,17.3,60,614.4,3269,1.330892,1236,465,314,1939,OK,,
S3,2020,6,19,1,35,40,45.367992,-71.846992,156.8,20,78.4,17.3,60,614.4,1718,1.552707,528,281,208,887,OK,,
S4,2020,6,19,1,35,42,45.368305,-71.84697,156.10001,20,78.6,17.3,60,614.4,1626,1.356988,534,255,170,886,OK,,
S5,2020,6,19,1,35,45,45.368519,-71.846947,155.7,20,78.7,17.3,60,614.4,2398,0.587158,113,75,50,189,UE,,
S6,2020,6,19,1,35,47,45.368824,-71.84687,155.7,20,78.9,17.3,60,614.4,1687,1.98329,640,336,232,1091,OK,,
S1,2020,6,19,1,35,50,45.368992,-71.846825,158.10001,15,79.2,17.4,60,614.4,2245,0.326199,85,52,40,146,UE,,
S2,2020,6,19,1,35,52,45.369091,-71.846771,160.2,15,79.3,17.3,60,614.4,1768,1.670139,746,326,196,1244,OK,,
S3,2020,6,19,1,35,55,45.36924,-71.846809,160.2,20,79.3,17.3,60,614.4,1787,0.561062,154,85,55,248,UE,,
S4,2020,6,19,1,35,57,45.369354,-71.846947,159.3,20,79.3,17.3,60,614.4,1732,0.104384,62,29,24,87,UE,,
S6,2020,6,19,1,36,2,45.369617,-71.847313,158.89999,15,79.2,17.3,60,614.4,1670,0.561062,254,118,83,408,UE,,
S2,2020,6,19,1,36,7,45.369858,-71.847588,158.3,20,79.1,17.3,60,614.4,1634,0.156576,107,53,50,135,UE,,
S3,2020,6,19,1,36,9,45.36998,-71.847748,158.7,15,79.1,17.3,60,614.4,2124,0.117432,53,30,28,72,UE,,
S4,2020,6,19,1,36,12,45.370056,-71.847839,158.3,15,79,17.3,60,614.4,1621,0.143528,72,36,30,101,UE,,
S2,2020,6,19,1,36,22,45.370415,-71.848343,156,15,78.9,17.3,60,614.4,1640,0.13048,76,37,32,109,UE,,
S4,2020,6,19,1,36,26,45.370613,-71.848602,155.2,15,78.8,17.3,60,614.4,1663,0.13048,56,29,24,77,UE,,
S6,2020,6,19,1,36,31,45.370819,-71.848869,154.60001,15,78.8,17.3,60,614.4,1659,1.200412,543,254,180,893,OK,,
S1,2020,6,19,1,36,34,45.370911,-71.848976,154.2,20,78.8,17.3,60,614.4,2104,0.50887,161,94,77,282,UE,,
S2,2020,6,19,1,36,36,45.371052,-71.849136,154.2,20,78.8,17.3,60,614.4,1840,0.169623,97,43,31,144,UE,,
S3,2020,6,19,1,36,39,45.371159,-71.849236,154.60001,15,78.8,17.3,60,614.4,1631,0.221815,72,36,22,111,UE,,
S4,2020,6,19,1,36,41,45.371323,-71.84938,155.8,14,78.8,17.3,60,614.4,1753,0.76983,279,150,119,454,OK,,
S5,2020,6,19,1,36,44,45.371433,-71.849487,155.8,14,78.8,17.3,60,614.4,2194,7.189426,2167,1286,1059,3852,OK,,
S1,2020,6,19,1,36,49,45.37175,-71.849762,156.5,13,78.9,17.3,60,614.4,1697,5.728054,1873,799,292,3144,OK,,
S2,2020,6,19,1,36,51,45.371876,-71.849861,156.39999,14,79,17.3,60,614.4,4431,1.265652,1521,473,212,2285,OK,,
S3,2020,6,19,1,36,53,45.372074,-71.849976,156.3,13,79,17.3,60,614.4,2167,0.169623,54,32,26,85,UE,,
S4,2020,6,19,1,36,56,45.372208,-71.850021,156.10001,13,79.2,17.3,60,614.4,3774,0.534966,121,87,77,207,UE,,
S6,2020,6,19,1,37,1,45.372562,-71.850128,157.60001,14,79.2,17.3,60,614.4,1962,0.13048,83,36,26,126,UE,,
S4,2020,6,19,1,37,11,45.373325,-71.850365,160.8,14,79.6,17.3,60,614.4,3570,0.521918,118,84,73,200,UE,,
S1,2020,6,19,1,37,18,45.373817,-71.850594,163.10001,14,79.6,17.3,60,614.4,2994,0.730686,79,69,37,185,UE,,
S2,2020,6,19,1,37,20,45.374008,-71.850685,164.39999,14,79.6,17.3,60,614.4,2151,10.594943,1615,1078,498,3508,OK,,
S4,2020,6,19,1,37,25,45.374363,-71.850868,157.5,14,79.6,17.3,60,614.4,1641,1.422228,602,284,196,987,OK,,
S5,2020,6,19,1,37,28,45.374516,-71.850937,157.10001,14,79.8,17.3,60,614.4,2440,6.837131,1614,1030,789,3105,OK,,
S2,2020,6,19,1,37,35,45.375038,-71.851151,161.89999,14,79.9,17.3,60,614.4,1913,0.182671,74,41,36,108,UE,,
S3,2020,6,19,1,37,38,45.375248,-71.851257,161.39999,14,79.9,17.2,60,614.4,2601,0.143528,43,27,23,64,UE,,
S4,2020,6,19,1,37,40,45.375381,-71.851349,159.89999,14,79.9,17.2,60,614.4,2823,0.691542,170,112,93,297,UE,,
S5,2020,6,19,1,37,42,45.375595,-71.851486,160.39999,14,79.9,17.3,60,614.4,2804,0.143528,40,26,22,63,UE,,
S6,2020,6,19,1,37,45,45.37574,-71.85157,159.2,14,79.9,17.3,60,614.4,1654,1.187364,531,249,176,871,OK,,
S1,2020,6,19,1,37,47,45.37595,-71.851692,159.8,14,79.8,17.2,60,614.4,2817,0.156576,45,29,25,72,UE,,
S2,2020,6,19,1,37,50,45.376083,-71.851768,161.10001,14,79.8,17.2,60,614.4,3489,0.430583,134,87,83,167,UE,,
S3,2020,6,19,1,37,52,45.376266,-71.851891,161.10001,14,79.9,17.3,60,614.4,1954,0.378391,131,74,61,203,UE,,
S4,2020,6,19,1,37,55,45.376377,-71.851952,160.7,14,79.8,17.2,60,614.4,1621,1.905002,659,323,204,1131,OK,,
S5,2020,6,19,1,37,57,45.376518,-71.852036,160.7,14,79.8,17.2,60,614.4,1622,0.756782,247,121,71,420,UE,,
S6,2020,6,19,1,38,0,45.376625,-71.852089,157.8,14,79.8,17.2,60,614.4,2231,1.370036,236,156,88,479,UE,,
S1,2020,6,19,1,38,2,45.376728,-71.85215,155.60001,14,79.7,17.2,60,614.4,2261,7.73744,4927,2011,1340,7875,OK,,
S2,2020,6,19,1,38,5,45.3769,-71.852264,151.5,14,79.7,17.2,60,614.4,1854,0.274007,158,70,51,237,UE,,
S4,2020,6,19,1,38,9,45.377274,-71.852463,151.10001,14,79.7,17.2,60,614.4,1620,1.265652,523,259,193,851,OK,,
S5,2020,6,19,1,38,12,45.377434,-71.852547,152.10001,14,79.8,17.3,60,614.4,2212,0.221815,69,41,34,114,UE,,
S6,2020,6,19,1,38,14,45.377666,-71.852661,151.7,13,79.8,17.2,60,614.4,2112,1.082981,551,216,107,866,OK,,
S2,2020,6,19,1,38,19,45.378044,-71.85289,152.5,14,80.1,17.3,60,614.4,1625,1.461371,642,311,232,1084,OK,,
S4,2020,6,19,1,38,24,45.378376,-71.853096,153.60001,14,80.3,17.3,60,614.4,1681,0.874213,431,201,150,687,OK,,
S5,2020,6,19,1,38,27,45.37849,-71.853172,154.7,14,80.2,17.2,60,614.4,1944,2.439968,859,483,404,1511,OK,,
S6,2020,6,19,1,38,29,45.378613,-71.853264,154.8,14,80.2,17.2,60,614.4,1688,0.665446,244,128,98,413,UE,,
S4,2020,6,19,1,38,39,45.379223,-71.853722,154.7,14,80.1,17.2,60,614.4,2478,0.548014,157,97,82,265,UE,,
S2,2020,6,19,1,38,49,45.37986,-71.854172,153,14,80.1,17.2,60,614.4,1633,0.221815,108,52,40,148,UE,,
S4,2020,6,19,1,38,54,45.380028,-71.854301,151.89999,14,80,17.2,60,614.4,1933,0.626302,219,123,102,365,OK,,
S5,2020,6,19,1,38,56,45.380074,-71.854324,152,14,80,17.2,60,614.4,4178,0.835069,1084,405,305,1652,OK,,
S4,2020,6,19,1,39,8,45.380672,-71.854774,150,14,79.8,17.2,60,614.4,2507,1.85281,598,363,323,956,OK,,
S3,2020,6,19,1,39,21,45.381504,-71.855339,151.2,14,79.7,17.2,60,614.4,3263,0.117432,35,23,21,47,UE,,
S4,2020,6,19,1,39,23,45.381649,-71.855431,151,14,79.7,17.2,60,614.4,3267,0.50887,123,84,73,206,UE,,
S4,2020,6,19,1,39,38,45.382694,-71.856125,151.7,14,79.7,17.2,60,614.4,3196,0.482775,116,79,68,195,UE,,
S4,2020,6,19,1,39,52,45.38369,-71.856705,152.89999,14,79.9,17.2,60,614.4,3549,0.469727,107,76,66,185,UE,,
S4,2020,6,19,1,40,7,45.384773,-71.857048,153.3,14,80.1,17.2,60,614.4,3444,0.482775,115,80,70,195,UE,,
S4,2020,6,19,1,40,22,45.385876,-71.857338,153.89999,14,80.3,17.1,60,614.4,1625,0.848117,342,171,127,558,OK,,
S5,2020,6,19,1,40,24,45.386093,-71.857384,154.7,14,80.3,17.2,60,614.4,1623,0.730686,327,159,120,537,OK,,
S6,2020,6,19,1,40,27,45.38623,-71.857407,155.39999,14,80.3,17.2,60,614.4,1781,1.239556,338,186,121,597,OK,,
S2,2020,6,19,1,40,32,45.386593,-71.857452,156.7,14,80.3,17.1,60,614.4,4508,0.339247,491,176,125,754,OK,,
S3,2020,6,19,1,40,34,45.38681,-71.857475,156.7,14,80.3,17.1,60,614.4,2129,0.495822,122,74,53,232,UE,,
S4,2020,6,19,1,40,37,45.386959,-71.857475,157.8,14,80.4,17.2,60,614.4,2079,1.043837,344,199,166,584,OK,,
S5,2020,6,19,1,40,39,45.387112,-71.857475,158.5,14,80.4,17.2,60,614.4,2907,0.339247,100,64,57,166,UE,,
S6,2020,6,19,1,40,42,45.387329,-71.857437,159.39999,14,80.5,17.2,60,614.4,1651,0.169623,72,37,29,119,UE,,
S1,2020,6,19,1,40,44,45.387463,-71.857422,159.8,14,80.4,17.2,60,614.4,3382,5.858534,5885,2265,1660,9222,OK,,
S2,2020,6,19,1,40,46,45.387646,-71.857399,160.3,14,80.4,17.1,60,614.4,5770,0.156576,417,146,113,624,OK,,
S3,2020,6,19,1,40,49,45.387749,-71.857384,160.2,14,80.4,17.1,60,614.4,1644,0.169623,80,41,34,125,UE,,
S4,2020,6,19,1,40,51,45.387871,-71.857414,160,14,80.3,17.1,60,614.4,1647,1.722331,660,338,255,1097,OK,,
S5,2020,6,19,1,40,54,45.387928,-71.857506,159.8,14,80.3,17.2,60,614.4,1992,1.252604,365,211,161,625,OK,,
S6,2020,6,19,1,40,56,45.387966,-71.857689,158.89999,14,80.2,17.1,60,614.4,1827,0.260959,87,48,37,149,UE,,
S1,2020,6,19,1,40,59,45.387981,-71.857841,158.10001,14,80.2,17.1,60,614.4,2233,1.174316,377,223,190,642,OK,,
S2,2020,6,19,1,41,1,45.387985,-71.858078,158.10001,14,80.2,17.1,60,614.4,2051,2.257297,1403,602,439,2344,OK,,
S4,2020,6,19,1,41,6,45.387966,-71.858414,156.8,14,80.1,17.2,60,614.4,1685,0.678494,252,132,101,404,OK,,
S6,2020,6,19,1,41,11,45.387924,-71.858841,157,14,80,17.1,60,614.4,1632,0.691542,286,136,93,474,UE,,
S1,2020,6,19,1,41,13,45.387939,-71.859055,156.60001,14,80,17.1,60,614.4,1820,0.313151,115,63,51,201,UE,,
S2,2020,6,19,1,41,16,45.388016,-71.859154,156.8,14,80,17.1,60,614.4,1766,0.274007,137,61,41,226,UE,,
S3,2020,6,19,1,41,18,45.388172,-71.859184,156.8,14,79.9,17.1,60,614.4,1675,0.848117,409,213,188,683,OK,,
S4,2020,6,19,1,41,21,45.388294,-71.859184,156.5,14,79.9,17.1,60,614.4,2041,0.626302,209,120,100,341,OK,,
S4,2020,6,19,1,41,35,45.389416,-71.859283,163.3,14,80.6,17.1,60,614.4,3377,0.808973,180,127,108,334,OK,,
S3,2020,6,19,1,41,48,45.390472,-71.85939,164.10001,14,81,17.1,60,614.4,2534,7.411241,905,700,332,2111,OK,,
S4,2020,6,19,1,41,50,45.390747,-71.859428,164.10001,14,81.1,17.1,60,614.4,3388,1.109077,229,165,137,454,OK,,
S5,2020,6,19,1,41,53,45.390945,-71.859459,162.5,14,81.1,17.1,60,614.4,3879,0.717638,122,97,79,273,UE,,
S2,2020,6,19,1,42,0,45.391571,-71.859741,162.10001,14,81.3,17.1,60,614.4,2463,0.339247,89,56,45,179,UE,,
S3,2020,6,19,1,42,2,45.391819,-71.859924,162.2,13,81.4,17.1,60,614.4,2020,0.300103,64,39,23,117,UE,,
S4,2020,6,19,1,42,5,45.391975,-71.860062,162.39999,14,81.4,17.1,60,614.4,2931,0.600206,153,101,86,261,UE,,
S2,2020,6,19,1,42,15,45.392609,-71.860954,163.10001,14,81.8,17.1,60,614.4,1630,2.466064,686,310,105,1236,OK,,
S3,2020,6,19,1,42,17,45.392761,-71.861298,163.10001,14,81.8,17,60,614.4,3245,0.234863,199,71,40,296,UE,,
S4,2020,6,19,1,42,20,45.392841,-71.861526,166.2,13,81.9,17,60,614.4,2083,0.63935,199,116,94,350,UE,,
S5,2020,6,19,1,42,22,45.392925,-71.861771,168.39999,13,81.9,17,60,614.4,1786,2.987983,1122,464,190,1844,OK,,
S2,2020,6,19,1,42,29,45.393192,-71.862755,176.10001,13,82.1,17.1,60,614.4,1687,3.470757,1088,464,154,1897,OK,,
S4,2020,6,19,1,42,34,45.39336,-71.86335,181.7,13,82.1,17,60,614.4,1917,2.792263,1198,480,210,1914,OK,,
S5,2020,6,19,1,42,37,45.393425,-71.863586,183.7,13,82.2,17.1,60,614.4,1714,2.022434,394,213,72,728,UE,,
S4,2020,6,19,1,42,49,45.393799,-71.865013,193,15,82.3,17,60,614.4,3475,1.082981,216,158,131,435,OK,,
S6,2020,6,19,1,42,54,45.393978,-71.865646,197.39999,15,82.5,17.1,60,614.4,1627,0.339247,159,77,59,265,UE,,
S2,2020,6,19,1,42,59,45.394135,-71.86618,199.39999,15,82.6,17,60,614.4,5707,0.06524,181,64,50,272,UE,,
S3,2020,6,19,1,43,1,45.39426,-71.866463,201,15,82.6,17,60,614.4,3030,0.208767,48,33,27,86,UE,,
S4,2020,6,19,1,43,4,45.394352,-71.866631,201.10001,15,82.6,17,60,614.4,1723,3.522949,1183,631,466,2064,OK,,
S5,2020,6,19,1,43,6,45.394505,-71.866867,201.39999,15,82.7,17,60,614.4,3179,2.583496,560,391,324,1223,OK,,
S2,2020,6,19,1,43,14,45.394947,-71.867279,199.3,15,82.7,17,60,614.4,2168,0.260959,103,59,54,160,UE,,
S3,2020,6,19,1,43,16,45.395088,-71.867371,198.5,15,82.8,17,60,614.4,2245,0.300103,100,59,51,149,UE,,
S4,2020,6,19,1,43,19,45.39529,-71.867462,197.8,15,82.8,17,60,614.4,1652,5.166992,1883,967,708,3215,OK,,
S5,2020,6,19,1,43,21,45.395424,-71.8675,197.3,15,82.7,17,60,614.4,3900,0.63935,114,89,74,225,UE,,
S1,2020,6,19,1,43,26,45.395718,-71.867523,196.10001,15,82.6,17,60,614.4,2492,0.143528,42,26,22,75,UE,,
S2,2020,6,19,1,43,28,45.395882,-71.867531,195.60001,15,82.6,17,60,614.4,1620,0.561062,282,140,118,441,OK,,
S3,2020,6,19,1,43,31,45.395985,-71.867531,195.5,15,82.5,17,60,614.4,3244,7.215521,986,806,545,2238,OK,,
S4,2020,6,19,1,43,33,45.396088,-71.867523,195.3,15,82.5,17,60,614.4,12576,853.58447,2248,651,567,3206,OK,,
S5,2020,6,19,1,43,36,45.396107,-71.867523,195.5,15,82.5,17,60,614.4,3114,0.926405,217,148,125,381,OK,,
S6,2020,6,19,1,43,38,45.396103,-71.867523,195.8,15,82.5,17,60,614.4,2250,0.443631,112,69,52,200,UE,,
S1,2020,6,19,1,43,41,45.396103,-71.867531,196.39999,15,82.5,17,60,614.4,3114,0.50887,101,72,57,202,UE,,
S2,2020,6,19,1,43,43,45.396103,-71.867531,197,15,82.4,17,60,614.4,4058,0.978597,1231,462,347,1865,OK,,
S3,2020,6,19,1,43,46,45.396103,-71.867531,197.89999,15,82.4,17,60,614.4,2483,7.176378,1370,922,629,2782,OK,,
S4,2020,6,19,1,43,48,45.396099,-71.867531,198.5,15,82.3,17,60,614.4,25342,853.46704,2416,698,606,3432,OK,,
S5,2020,6,19,1,43,50,45.396099,-71.867531,199.2,15,82.3,17,60,614.4,3114,0.926405,217,148,125,381,OK,,
S6,2020,6,19,1,43,53,45.396099,-71.867531,199.5,15,82.3,17,60,614.4,2071,0.404487,110,65,49,190,UE,,
S1,2020,6,19,1,43,55,45.396099,-71.867531,200.10001,15,82.2,17,60,614.4,3108,0.482775,99,70,56,197,UE,,
S2,2020,6,19,1,43,58,45.396099,-71.867531,200.60001,15,82.2,17,60,614.4,4114,0.965549,1235,463,349,1871,OK,,
S3,2020,6,19,1,44,0,45.396095,-71.867531,200.60001,15,82.1,17,60,614.4,2350,6.719699,1361,886,603,2711,OK,,
