Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,,
S5,2020,6,18,23,18,59,45.420971,-71.840042,224.10001,20,67.2,19.2,60,614.4,5149,0.443631,97,75,71,126,UE,,
S2,2020,6,18,23,19,6,45.420551,-71.840019,223.8,20,67.2,19.2,60,614.4,1623,0.143528,64,32,25,102,UE,,
S3,2020,6,18,23,19,9,45.420456,-71.839989,223.89999,20,67.2,19.2,60,614.4,1815,0.143528,96,44,36,148,UE,,
S4,2020,6,18,23,19,11,45.420334,-71.83989,223.3,20,67.2,19.2,60,614.4,3093,0.156576,155,62,48,232,UE,,
S6,2020,6,18,23,19,16,45.420219,-71.839554,223.60001,20,67.2,19.2,60,614.4,1626,0.417535,171,82,57,287,UE,,
S1,2020,6,18,23,19,19,45.420212,-71.839394,225.3,20,67.2,19.2,60,614.4,1651,10.49056,4208,1951,1242,7012,OK,,
S2,2020,6,18,23,19,21,45.4202,-71.839142,226,20,67.2,19.2,60,614.4,3229,0.469727,430,162,109,675,OK,,
S4,2020,6,18,23,19,26,45.420193,-71.838783,227.5,20,67.1,19.2,60,614.4,1890,0.221815,132,58,42,208,UE,,
S5,2020,6,18,23,19,28,45.420204,-71.838547,228.10001,20,67.1,19.2,60,614.4,2147,0.195719,65,38,32,97,UE,,
S6,2020,6,18,23,19,31,45.420223,-71.838387,228.5,20,67.1,19.2,60,614.4,1623,1.761474,682,328,219,1155,OK,,
S1,2020,6,18,23,19,33,45.420288,-71.83815,228.7,20,67,19.2,60,614.4,2061,0.274007,80,47,36,149,UE,,
S2,2020,6,18,23,19,36,45.420326,-71.838005,229.2,20,67.1,19.2,60,614.4,2051,0.13048,82,35,25,125,UE,,
S3,2020,6,18,23,19,38,45.420395,-71.837784,229.7,20,67.1,19.2,60,614.4,6791,0.456679,52,57,51,154,UE,,
S4,2020,6,18,23,19,41,45.420437,-71.837646,229.89999,20,67,19.1,60,614.4,1677,1.839762,590,308,209,1049,OK,,
S5,2020,6,18,23,19,43,45.420483,-71.837433,229.89999,20,67.1,19.2,60,614.4,4175,0.182671,31,25,21,59,UE,,
S6,2020,6,18,23,19,46,45.420502,-71.837288,231,20,67.2,19.2,60,614.4,2629,0.600206,135,89,69,240,UE,,
S2,2020,6,18,23,19,51,45.420486,-71.836906,232.3,20,67.1,19.1,60,614.4,2008,1.513563,916,499,511,1060,OK,,
S4,2020,6,18,23,19,55,45.420399,-71.836479,234.5,20,67.1,19.1,60,614.4,1645,2.205105,1268,616,535,2144,OK,,
S5,2020,6,18,23,19,58,45.420361,-71.836304,235.39999,20,67.2,19.2,60,614.4,1983,0.091336,71,32,27,102,UE,,
S3,2020,6,18,23,20,8,45.420231,-71.835442,239.3,20,67.2,19.1,60,614.4,1717,0.260959,96,51,39,149,UE,,
S4,2020,6,18,23,20,10,45.420315,-71.835251,239.3,20,67.2,19.1,60,614.4,1674,0.247911,116,54,39,178,UE,,
S2,2020,6,18,23,20,20,45.420784,-71.835136,236.60001,20,67.6,19.2,60,614.4,2156,0.182671,75,43,39,107,UE,,
S3,2020,6,18,23,20,22,45.420929,-71.835121,236,12,67.6,19.1,60,614.4,1622,0.313151,136,66,48,213,UE,,
S4,2020,6,18,23,20,25,45.421021,-71.835114,235.60001,14,67.6,19.1,60,614.4,1759,0.287055,149,67,47,230,UE,,
S5,2020,6,18,23,20,27,45.421135,-71.835106,235.5,5,67.7,19.2,60,614.4,1728,0.208767,73,39,29,120,UE,,
S4,2020,6,18,23,20,40,45.421535,-71.834976,238.8,12,67.6,19.1,60,614.4,1624,0.456679,168,80,49,266,UE,,
S5,2020,6,18,23,20,42,45.421581,-71.834961,238.5,13,67.6,19.1,60,614.4,4771,0.234863,57,42,40,70,UE,,
S1,2020,6,18,23,20,47,45.421642,-71.834946,238.5,13,67.6,19.1,60,614.4,2610,0.900309,109,86,42,256,UE,,
S2,2020,6,18,23,20,49,45.421646,-71.83493,240.5,12,67.6,19.1,60,614.4,3666,0.247911,84,54,53,97,UE,,
S3,2020,6,18,23,20,52,45.421646,-71.83493,239.89999,12,67.5,19.1,60,614.4,1779,0.169623,55,30,22,90,UE,,
S4,2020,6,18,23,20,54,45.421646,-71.834938,238.7,11,67.5,19.1,60,614.4,2072,1.304796,234,148,78,475,UE,,
S5,2020,6,18,23,20,57,45.421646,-71.83493,239.5,11,67.5,19.1,60,614.4,3293,0.313151,74,51,44,103,UE,,
S1,2020,6,18,23,21,2,45.421665,-71.834892,242.10001,10,67.4,19.1,60,614.4,2879,1.069933,107,95,45,253,UE,,
S2,2020,6,18,23,21,4,45.421669,-71.834908,242.10001,10,67.4,19.1,60,614.4,3666,0.247911,84,54,53,97,UE,,
S4,2020,6,18,23,21,9,45.421665,-71.834915,242.2,14,67.3,19.1,60,614.4,2062,1.317844,238,150,79,480,UE,,
S4,2020,6,18,23,24,53,45.418465,-71.829025,263.10001,15,69.3,19,60,50.4,2820,1.749669,46,29,26,74,UE,,
S1,2020,6,18,23,24,56,45.418034,-71.829239,264.39999,15,69.3,19,60,100.8,1689,2.942626,158,83,58,272,UE,,
S2,2020,6,18,23,24,58,45.417919,-71.829308,264.70001,15,69.3,19,60,100.8,2768,2.465443,83,57,43,177,UE,,
S3,2020,6,18,23,24,59,45.417816,-71.829369,265.10001,15,69.5,19,60,100.8,1740,0.874835,60,32,27,42,UE,,
S4,2020,6,18,23,25,0,45.417606,-71.829498,265.10001,15,69.5,19,60,100.8,2416,1.749669,67,43,32,130,UE,,
S2,2020,6,18,23,25,5,45.417137,-71.829857,265.89999,14,70,19,60,153.6,2048,1.043837,83,48,39,152,UE,,
S3,2020,6,18,23,25,7,45.417057,-71.829926,265.89999,15,70.3,19,60,153.6,2213,1.878906,129,78,61,246,UE,,
S4,2020,6,18,23,25,8,45.416973,-71.829994,266.10001,14,70.3,19,60,153.6,4477,2.505208,70,69,52,191,UE,,
S5,2020,6,18,23,25,9,45.416828,-71.830109,266.10001,15,70.4,19,60,153.6,3697,5.741103,200,169,125,479,OK,,
S2,2020,6,18,23,25,14,45.41663,-71.830147,266.89999,15,70.5,19,60,614.4,3196,4.201443,695,528,390,1600,OK,,
S3,2020,6,18,23,25,16,45.416576,-71.830002,266.10001,15,70.6,19,60,614.4,2290,1.500515,325,207,144,662,OK,,
S4,2020,6,18,23,25,19,45.416569,-71.829887,265.39999,15,70.4,19,60,614.4,1650,0.221815,80,41,29,128,UE,,
S5,2020,6,18,23,25,21,45.416553,-71.829704,265.60001,15,70.4,19,60,153.6,3860,5.219184,132,131,86,348,UE,,
S2,2020,6,18,23,25,28,45.416531,-71.829437,266.20001,15,70.4,19,60,614.4,2309,0.795925,168,108,74,344,UE,,
S3,2020,6,18,23,25,30,45.416523,-71.82933,266.29999,15,70.3,19,60,614.4,2082,0.730686,424,176,114,679,OK,,
S4,2020,6,18,23,25,32,45.416508,-71.829109,266.70001,15,70.3,19,60,614.4,2483,0.234863,158,62,39,232,UE,,
S6,2020,6,18,23,25,37,45.416485,-71.82872,267.70001,20,70.2,19,60,614.4,1695,0.691542,238,103,44,397,UE,,
S1,2020,6,18,23,25,40,45.416473,-71.828575,267.89999,20,70.3,19,60,614.4,2613,11.06467,6748,2416,1057,10339,OK,,
S2,2020,6,18,23,25,42,45.416466,-71.828423,268.29999,20,70.2,19,60,614.4,3217,4.070963,3090,1033,430,4787,OK,,
S4,2020,6,18,23,25,47,45.416451,-71.828171,268.29999,20,70.2,19,60,614.4,4939,0.156576,252,82,48,341,UE,,
S6,2020,6,18,23,25,52,45.416439,-71.827881,268.89999,20,70.1,19,60,614.4,2068,0.717638,350,137,64,555,UE,,
S1,2020,6,18,23,25,55,45.41642,-71.827644,269.29999,20,70.1,19,60,614.4,1630,2.283393,532,261,87,973,UE,,
S2,2020,6,18,23,25,57,45.416405,-71.827499,269.89999,20,70.1,19,60,614.4,5879,0.208767,711,208,110,1020,OK,,
S4,2020,6,18,23,26,2,45.416374,-71.827148,271.10001,20,70,19,60,614.4,5552,0.587158,1251,371,183,1768,OK,,
S5,2020,6,18,23,26,4,45.416363,-71.82695,271.5,20,70.1,19,60,614.4,1861,0.195719,96,41,25,148,UE,,
S6,2020,6,18,23,26,7,45.416355,-71.826836,271.70001,20,70,19,60,614.4,2344,1.174316,660,248,118,1023,OK,,
S1,2020,6,18,23,26,9,45.41634,-71.826653,272.10001,20,70.1,19,60,614.4,1654,1.461371,318,162,54,588,UE,,
S2,2020,6,18,23,26,12,45.416332,-71.826538,272.20001,20,70.1,19,60,614.4,5243,0.313151,551,169,87,790,UE,,
S4,2020,6,18,23,26,17,45.416309,-71.826195,273.89999,20,70.1,19,60,614.4,5491,0.548014,1114,332,164,1586,OK,,
S5,2020,6,18,23,26,19,45.416302,-71.826042,274.5,20,70,19,60,614.4,1659,0.247911,91,41,21,142,UE,,
S6,2020,6,18,23,26,22,45.416279,-71.825813,275.20001,20,70,19,60,614.4,1849,1.317844,542,222,100,869,OK,,
S1,2020,6,18,23,26,24,45.416275,-71.825745,275.5,20,70.1,19,60,614.4,1620,6.523979,1628,768,250,2847,OK,,
S2,2020,6,18,23,26,26,45.416271,-71.825752,275.39999,20,70.1,19,60,614.4,1622,3.627333,936,452,179,1666,OK,,
S3,2020,6,18,23,26,29,45.416279,-71.825806,275.39999,20,70.1,19,60,614.4,1888,0.287055,79,45,31,116,UE,,
S4,2020,6,18,23,26,31,45.416286,-71.825943,275.10001,15,70.2,19,60,614.4,4062,1.931098,1996,628,266,2940,OK,,
S5,2020,6,18,23,26,34,45.416302,-71.82605,274.89999,20,70.2,19,60,614.4,5040,0.169623,42,31,30,50,UE,,
S2,2020,6,18,23,26,41,45.416325,-71.826462,274.5,20,70.2,19,60,614.4,4288,0.835069,1017,342,198,1459,OK,,
S3,2020,6,18,23,26,44,45.416328,-71.826561,273.89999,15,70.2,19,60,614.4,3750,0.430583,104,73,66,129,UE,,
S4,2020,6,18,23,26,46,45.416336,-71.826653,273.60001,20,70.2,19,60,614.4,2005,0.208767,113,47,29,164,UE,,
S5,2020,6,18,23,26,49,45.416344,-71.826797,273.20001,20,70.1,19,60,614.4,1780,2.661784,499,282,108,815,OK,,
S6,2020,6,18,23,26,51,45.416351,-71.826897,272.79999,20,70.1,19,60,614.4,1620,0.365343,114,55,29,183,UE,,
S2,2020,6,18,23,26,56,45.416359,-71.827126,272.70001,20,70,19,60,614.4,3363,0.534966,167,108,102,204,OK,,
S3,2020,6,18,23,26,58,45.41637,-71.827263,272.39999,20,70,19,60,614.4,7271,0.391439,86,70,71,92,UE,,
S4,2020,6,18,23,27,1,45.416382,-71.827354,272.20001,20,70,19,60,614.4,3635,0.104384,120,45,32,162,UE,,
S1,2020,6,18,23,27,8,45.416393,-71.827568,271.60001,15,69.9,19,60,614.4,1628,2.583496,625,306,111,1125,OK,,
S2,2020,6,18,23,27,11,45.416401,-71.827644,271,20,69.9,19,60,614.4,2589,1.030789,312,193,169,400,OK,,
S3,2020,6,18,23,27,13,45.416409,-71.827728,270.79999,20,69.8,19,60,614.4,5302,0.913357,196,152,145,228,OK,,
S4,2020,6,18,23,27,15,45.416416,-71.82785,270.60001,20,69.8,19,60,614.4,3966,1.500515,1521,489,222,2262,OK,,
S5,2020,6,18,23,27,18,45.41642,-71.827919,270.60001,20,69.8,19,60,614.4,4717,0.208767,50,37,35,62,UE,,
S2,2020,6,18,23,27,25,45.416428,-71.828201,270.29999,20,69.7,19,60,614.4,2031,1.709283,479,280,212,848,OK,,
S3,2020,6,18,23,27,28,45.416431,-71.828278,270.20001,20,69.7,19,60,614.4,3833,0.247911,53,39,34,69,UE,,
S4,2020,6,18,23,27,30,45.416439,-71.828415,270.20001,20,69.7,19,60,614.4,2622,0.743734,153,103,76,313,UE,,
S5,2020,6,18,23,27,33,45.416447,-71.828514,269.70001,20,69.6,19,60,614.4,1902,0.482775,133,76,53,195,UE,,
S6,2020,6,18,23,27,35,45.416466,-71.828644,269.29999,20,69.6,19,60,614.4,1689,0.756782,264,115,51,437,UE,,
S2,2020,6,18,23,27,40,45.416481,-71.828781,268.29999,20,69.6,19.1,60,614.4,4761,0.926405,1356,450,271,1926,OK,,
S3,2020,6,18,23,27,42,45.416489,-71.828827,268.39999,20,69.5,19,60,614.4,2463,0.613254,439,177,122,682,OK,,
S2,2020,6,18,23,27,55,45.41608,-71.828835,269.10001,20,69.4,19,60,614.4,3644,0.221815,265,103,80,383,UE,,
S3,2020,6,18,23,27,57,45.415928,-71.828857,269.10001,20,69.5,19.1,60,614.4,1641,2.335585,535,268,95,960,UE,,
S4,2020,6,18,23,28,0,45.415859,-71.828865,268.60001,20,69.5,19.1,60,614.4,2297,0.561062,152,93,74,256,UE,,
S2,2020,6,18,23,28,9,45.415321,-71.828941,268,20,69.4,19.1,60,614.4,2339,0.247911,102,59,56,124,UE,,
S4,2020,6,18,23,28,14,45.415119,-71.828979,267.10001,20,69.4,19.1,60,614.4,1977,3.640381,1602,630,266,2680,OK,,
S2,2020,6,18,23,28,24,45.414562,-71.829056,266.79999,20,69.5,19.1,60,614.4,1675,0.182671,96,50,45,119,UE,,
S3,2020,6,18,23,28,27,45.414474,-71.829063,267.89999,20,69.5,19.1,60,614.4,2114,6.197781,1382,848,566,2567,OK,,
S4,2020,6,18,23,28,29,45.414444,-71.829071,267.39999,20,69.5,19.1,60,614.4,1868,0.848117,282,157,124,469,OK,,
S5,2020,6,18,23,28,32,45.414398,-71.829071,266.70001,20,69.5,19.1,60,614.4,1648,0.208767,82,42,31,129,UE,,
S2,2020,6,18,23,28,39,45.414017,-71.829124,267.39999,20,69.7,19.1,60,614.4,1620,0.260959,141,70,60,189,UE,,
S4,2020,6,18,23,28,44,45.413708,-71.829178,266.70001,20,69.7,19.1,60,614.4,1624,0.365343,194,98,86,288,UE,,
S5,2020,6,18,23,28,46,45.413609,-71.829155,266.20001,20,69.7,19.1,60,614.4,1912,0.091336,62,28,23,95,UE,,
S6,2020,6,18,23,28,49,45.413563,-71.829079,266.29999,20,69.7,19.1,60,614.4,1630,0.548014,276,134,108,446,OK,,
S1,2020,6,18,23,28,51,45.413521,-71.828926,266.29999,20,69.7,19.1,60,614.4,2321,0.247911,92,54,49,156,UE,,
S2,2020,6,18,23,28,54,45.413475,-71.828835,266.70001,20,69.7,19.1,60,614.4,3406,0.404487,441,174,136,678,OK,,
S4,2020,6,18,23,28,59,45.41328,-71.82885,267,20,69.9,19.1,60,614.4,2299,0.365343,88,55,41,163,UE,,
S2,2020,6,18,23,29,8,45.412987,-71.829407,265.89999,20,70,19.1,60,614.4,1867,0.221815,97,53,48,136,UE,,
S3,2020,6,18,23,29,11,45.412933,-71.829536,265.5,20,70,19.1,60,614.4,2781,0.208767,69,43,39,104,UE,,
S4,2020,6,18,23,29,13,45.412846,-71.829735,264.5,20,70,19.2,60,614.4,2097,0.182671,62,36,30,101,UE,,
S5,2020,6,18,23,29,16,45.412785,-71.829872,263.70001,20,70,19.1,60,614.4,5383,0.234863,48,38,36,67,UE,,
S2,2020,6,18,23,29,23,45.412636,-71.83033,261.5,20,70,19.2,60,614.4,1932,0.182671,66,37,31,99,UE,,
S3,2020,6,18,23,29,26,45.412582,-71.830406,261.29999,20,70,19.2,60,614.4,2290,4.279731,1277,768,641,2293,OK,,
S4,2020,6,18,23,29,28,45.412506,-71.830429,261.79999,20,70,19.1,60,614.4,1962,0.13048,48,27,23,66,UE,,
S4,2020,6,18,23,29,43,45.411713,-71.83004,263.5,20,70,19.2,60,614.4,1660,0.117432,61,29,23,87,UE,,
S2,2020,6,18,23,29,53,45.411217,-71.829758,264.60001,20,70.1,19.2,60,614.4,2077,0.548014,180,104,87,272,UE,,
S3,2020,6,18,23,29,55,45.411152,-71.829666,264.79999,20,70.2,19.2,60,614.4,1645,0.247911,94,48,35,149,UE,,
S4,2020,6,18,23,29,57,45.411098,-71.829445,265.20001,20,70.2,19.2,60,614.4,2271,0.717638,459,186,121,692,OK,,
S5,2020,6,18,23,30,0,45.411087,-71.829292,265.70001,20,70.2,19.2,60,614.4,2232,2.987983,751,461,347,1362,OK,,
S6,2020,6,18,23,30,2,45.411072,-71.829056,266.39999,20,70.2,19.2,60,614.4,1672,1.304796,423,220,150,712,OK,,
S4,2020,6,18,23,30,12,45.411018,-71.82827,269.39999,20,70.6,19.2,60,614.4,2094,0.169623,53,31,25,83,UE,,
S4,2020,6,18,23,30,27,45.410954,-71.827187,274.29999,20,70.9,19.2,60,614.4,2113,0.782878,280,161,141,481,OK,,
S5,2020,6,18,23,30,29,45.410938,-71.826988,275.39999,20,70.9,19.2,60,614.4,1930,1.578803,496,281,220,852,OK,,
S2,2020,6,18,23,30,37,45.410904,-71.826645,277.39999,20,70.9,19.3,60,614.4,1964,0.287055,171,74,53,273,UE,,
S3,2020,6,18,23,30,39,45.410896,-71.826477,277.89999,20,70.9,19.3,60,614.4,2221,0.182671,57,34,28,92,UE,,
S4,2020,6,18,23,30,42,45.410892,-71.826363,278.5,20,70.9,19.3,60,614.4,1812,0.104384,48,26,23,68,UE,,
S2,2020,6,18,23,30,51,45.410923,-71.825806,280.5,20,70.7,19.3,60,614.4,2341,0.182671,54,33,27,95,UE,,
S3,2020,6,18,23,30,54,45.410969,-71.825752,280.70001,20,70.7,19.3,60,614.4,3127,0.234863,60,40,35,109,UE,,
S4,2020,6,18,23,30,56,45.411083,-71.825706,280.70001,20,70.6,19.2,60,614.4,5360,1.370036,258,211,196,587,OK,,
S2,2020,6,18,23,31,6,45.411556,-71.825706,280,15,70.7,19.3,60,614.4,2391,0.260959,167,93,98,179,UE,,
S3,2020,6,18,23,31,9,45.41172,-71.825729,279.10001,20,70.7,19.3,60,614.4,3032,0.260959,54,38,30,89,UE,,
S4,2020,6,18,23,31,11,45.411839,-71.825745,278.20001,20,70.7,19.3,60,614.4,2744,0.561062,161,102,89,265,UE,,
S1,2020,6,18,23,31,18,45.412354,-71.825775,277.10001,20,70.7,19.3,60,614.4,2386,0.469727,126,78,63,210,UE,,
S2,2020,6,18,23,31,21,45.412457,-71.825806,277.20001,20,70.8,19.3,60,614.4,2484,2.296441,1739,716,532,2772,OK,,
S3,2020,6,18,23,31,23,45.412525,-71.825966,277.29999,20,70.7,19.3,60,614.4,4707,0.143528,36,26,25,44,UE,,
S4,2020,6,18,23,31,26,45.412529,-71.826111,277,20,70.7,19.3,60,614.4,3497,0.495822,119,83,73,203,UE,,
S1,2020,6,18,23,31,33,45.412582,-71.826607,274.79999,20,70.7,19.3,60,614.4,2383,8.285454,1122,815,392,2537,OK,,
S2,2020,6,18,23,31,36,45.412594,-71.826698,274,20,70.7,19.4,60,614.4,1696,0.378391,104,55,32,190,UE,,
S3,2020,6,18,23,31,38,45.412624,-71.826744,273.5,20,70.6,19.3,60,614.4,1904,0.456679,99,58,33,187,UE,,
S4,2020,6,18,23,31,40,45.412727,-71.826782,273.60001,20,70.5,19.3,60,614.4,1640,0.587158,249,127,101,400,OK,,
S2,2020,6,18,23,31,50,45.413193,-71.826752,275.39999,20,70.5,19.3,60,614.4,1983,0.117432,60,33,32,74,UE,,
S3,2020,6,18,23,31,53,45.413269,-71.826736,275.5,15,70.6,19.4,60,614.4,1689,0.234863,128,60,47,199,UE,,
S4,2020,6,18,23,31,55,45.413345,-71.826668,275.5,15,70.5,19.4,60,614.4,2312,0.63935,194,117,98,318,UE,,
S5,2020,6,18,23,31,58,45.413361,-71.826561,276.29999,20,70.5,19.4,60,614.4,1781,2.074625,658,359,265,1148,OK,,
S2,2020,6,18,23,32,5,45.413322,-71.825989,278.20001,20,70.6,19.4,60,614.4,1639,0.274007,147,71,58,210,UE,,
S3,2020,6,18,23,32,7,45.4133,-71.82576,278.70001,20,70.6,19.4,60,614.4,4603,0.208767,57,40,39,71,UE,,
S4,2020,6,18,23,32,10,45.413292,-71.82563,279.10001,20,70.6,19.4,60,614.4,1750,2.439968,929,498,406,1542,OK,,
S5,2020,6,18,23,32,12,45.413288,-71.825592,279.10001,15,70.5,19.4,60,614.4,2450,1.304796,434,261,233,712,OK,,
S6,2020,6,18,23,32,15,45.413292,-71.825623,279.10001,20,70.5,19.4,60,614.4,1958,0.247911,81,46,37,126,UE,,
S2,2020,6,18,23,32,20,45.413311,-71.825935,278.20001,20,70.4,19.4,60,614.4,1620,0.456679,232,115,96,328,UE,,
S3,2020,6,18,23,32,22,45.413326,-71.826111,278,20,70.4,19.4,60,614.4,2171,0.50887,138,83,64,221,UE,,
S4,2020,6,18,23,32,25,45.413345,-71.826225,277.60001,20,70.3,19.4,60,614.4,3536,0.665446,140,101,86,244,UE,,
S5,2020,6,18,23,32,27,45.413361,-71.826347,277,20,70.3,19.4,60,614.4,2104,0.808973,267,155,130,446,OK,,
S6,2020,6,18,23,32,30,45.413368,-71.826492,276.20001,20,70.3,19.4,60,614.4,1912,0.287055,96,54,43,159,UE,,
S1,2020,6,18,23,32,32,45.413368,-71.826584,275.60001,20,70.3,19.4,60,614.4,1670,6.210829,2202,1144,839,3885,OK,,
S2,2020,6,18,23,32,34,45.413342,-71.826698,275,20,70.2,19.4,60,614.4,1676,0.548014,261,136,119,374,OK,,
S3,2020,6,18,23,32,37,45.413311,-71.826729,275.29999,15,70.2,19.4,60,614.4,1703,0.221815,122,57,45,188,UE,,
S4,2020,6,18,23,32,39,45.413319,-71.826729,275.60001,15,70.1,19.4,60,614.4,1947,0.548014,190,107,89,307,UE,,
S5,2020,6,18,23,32,42,45.413345,-71.826744,275.89999,20,70.1,19.4,60,614.4,1623,0.182671,82,41,32,128,UE,,
S6,2020,6,18,23,32,44,45.413357,-71.826797,275.89999,20,70.1,19.4,60,614.4,1924,0.326199,116,65,54,189,UE,,
S1,2020,6,18,23,32,47,45.413357,-71.826805,275.89999,20,70.1,19.4,60,614.4,1775,0.365343,191,102,96,338,UE,,
S2,2020,6,18,23,32,49,45.413361,-71.82679,276.29999,20,70.1,19.5,60,614.4,1910,3.014078,1729,758,552,2928,OK,,
S3,2020,6,18,23,32,52,45.413361,-71.826752,276.79999,20,70,19.4,60,614.4,1620,5.845486,2437,1197,888,4113,OK,,
S4,2020,6,18,23,32,54,45.413364,-71.826721,276.70001,20,70,19.4,60,614.4,2211,0.678494,213,126,106,339,OK,,
S5,2020,6,18,23,32,56,45.413357,-71.826729,276.5,20,70,19.5,60,614.4,1733,0.143528,80,37,29,123,UE,,
S6,2020,6,18,23,32,59,45.413303,-71.826752,276.20001,20,70,19.5,60,614.4,1707,0.613254,225,119,92,381,UE,,
S2,2020,6,18,23,33,4,45.413071,-71.826775,275.60001,20,69.8,19.5,60,614.4,3054,0.626302,570,222,159,870,OK,,
S4,2020,6,18,23,33,9,45.412804,-71.826813,274.39999,20,69.8,19.5,60,614.4,1918,2.727024,582,343,195,1114,OK,,
S6,2020,6,18,23,33,14,45.412632,-71.826859,273.79999,20,69.7,19.5,60,614.4,2274,0.548014,90,61,33,184,UE,,
S2,2020,6,18,23,33,19,45.412384,-71.826897,273.20001,20,69.7,19.5,60,614.4,1921,0.13048,72,31,21,114,UE,,
S4,2020,6,18,23,33,23,45.412079,-71.826935,272.89999,20,69.6,19.5,60,614.4,1690,2.192057,1087,505,376,1771,OK,,
S5,2020,6,18,23,33,26,45.411961,-71.82695,272.70001,20,69.6,19.5,60,614.4,1806,3.705621,1208,663,505,2012,OK,,
S6,2020,6,18,23,33,28,45.411808,-71.826988,272.60001,20,69.6,19.5,60,614.4,3026,0.169623,47,31,27,76,UE,,
S2,2020,6,18,23,33,33,45.411736,-71.827225,271.79999,20,69.6,19.5,60,614.4,3104,0.156576,60,37,36,77,UE,,
S3,2020,6,18,23,33,36,45.411743,-71.827309,271.5,20,69.7,19.5,60,614.4,7329,0.091336,28,21,22,32,UE,,
S4,2020,6,18,23,33,38,45.411747,-71.827377,271.5,20,69.6,19.5,60,614.4,3521,0.548014,130,91,80,218,UE,,
S4,2020,6,18,23,33,53,45.411797,-71.828125,270.5,20,69.8,19.6,60,614.4,1621,1.200412,489,238,170,800,OK,,
S5,2020,6,18,23,33,55,45.411819,-71.828354,269.89999,20,69.8,19.6,60,614.4,1834,7.60696,2071,1160,785,3707,OK,,
S6,2020,6,18,23,33,58,45.411831,-71.828506,269.60001,20,69.7,19.6,60,614.4,1921,0.874213,241,138,99,417,UE,,
S1,2020,6,18,23,34,0,45.411858,-71.828728,268.70001,20,69.7,19.6,60,614.4,2856,0.143528,38,25,21,60,UE,,
S2,2020,6,18,23,34,3,45.41188,-71.828873,268.39999,20,69.6,19.5,60,614.4,3042,0.156576,62,38,37,72,UE,,
S3,2020,6,18,23,34,5,45.411983,-71.82901,268.39999,20,69.7,19.6,60,614.4,6410,0.156576,37,29,29,42,UE,,
S4,2020,6,18,23,34,8,45.412071,-71.829063,267.89999,20,69.6,19.6,60,614.4,1682,4.057915,949,498,228,1727,OK,,
S5,2020,6,18,23,34,10,45.412136,-71.829124,266.89999,20,69.6,19.6,60,614.4,2208,0.365343,97,59,45,143,UE,,
S6,2020,6,18,23,34,13,45.412167,-71.829277,266.60001,20,69.6,19.6,60,614.4,1650,0.443631,114,58,27,194,UE,,
S2,2020,6,18,23,34,17,45.412064,-71.829636,265.29999,20,69.6,19.6,60,614.4,3588,0.221815,75,48,47,85,UE,,
S4,2020,6,18,23,34,22,45.411961,-71.829971,264.29999,20,69.6,19.6,60,614.4,1620,0.874213,374,183,136,584,OK,,
S5,2020,6,18,23,34,25,45.411896,-71.83004,264.10001,20,69.6,19.6,60,614.4,2535,3.979628,2363,856,380,3577,OK,,
S4,2020,6,18,23,34,37,45.411297,-71.829811,264.5,20,69.5,19.6,60,614.4,1666,1.330892,609,284,202,1000,OK,,
S5,2020,6,18,23,34,40,45.411182,-71.829773,264.39999,20,69.5,19.6,60,614.4,1645,0.521918,244,116,87,368,UE,,
S2,2020,6,18,23,34,47,45.410805,-71.829758,265.29999,20,69.5,19.6,60,614.4,1631,0.156576,73,37,30,109,UE,,
S3,2020,6,18,23,34,49,45.41061,-71.82975,266.29999,20,69.5,19.6,60,614.4,2001,3.418566,923,539,394,1655,OK,,
S4,2020,6,18,23,34,52,45.410492,-71.829735,267.10001,20,69.5,19.6,60,614.4,2461,0.50887,146,90,76,243,UE,,
S5,2020,6,18,23,34,54,45.410339,-71.829697,267.10001,20,69.5,19.6,60,614.4,1649,0.260959,88,45,30,152,UE,,
S2,2020,6,18,23,35,2,45.410244,-71.829247,269.20001,20,69.5,19.6,60,614.4,2420,0.156576,53,32,28,82,UE,,
S4,2020,6,18,23,35,7,45.410225,-71.828773,271.39999,20,69.8,19.7,60,614.4,2501,1.774523,499,310,261,863,OK,,
S5,2020,6,18,23,35,9,45.410217,-71.828575,272.20001,20,69.9,19.7,60,614.4,3089,0.221815,57,38,33,91,UE,,
S6,2020,6,18,23,35,11,45.410198,-71.828316,273.10001,20,70.1,19.7,60,614.4,1889,0.287055,87,49,37,151,UE,,
S1,2020,6,18,23,35,14,45.410149,-71.828186,273.10001,20,70.1,19.6,60,614.4,1627,5.440999,2207,1057,730,3802,OK,,
S2,2020,6,18,23,35,16,45.410015,-71.828102,273.79999,20,70.2,19.7,60,614.4,1933,1.905002,1028,440,293,1691,OK,,
S4,2020,6,18,23,35,21,45.409733,-71.828133,274.39999,20,70.1,19.7,60,614.4,1812,0.835069,201,113,66,369,UE,,
S6,2020,6,18,23,35,26,45.409519,-71.828178,277.39999,20,70.1,19.7,60,614.4,2245,0.365343,61,41,22,124,UE,,
S1,2020,6,18,23,35,29,45.409466,-71.828239,278.20001,20,70.1,19.7,60,614.4,2653,0.417535,52,41,21,123,UE,,
S2,2020,6,18,23,35,31,45.409439,-71.828369,278.39999,20,70,19.7,60,614.4,1932,0.208767,117,50,33,186,UE,,
