Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,,,,
S3,2020,4,18,22,21,59,45.422649,-71.866699,247.89999,13,39,7.9,60,614.4,2494,0.13048,29,19,14,53,UE,0.32,0.49,,,,
S4,2020,4,18,22,22,2,45.422531,-71.866646,248.3,13,38.9,7.9,60,614.4,1901,0.521918,171,96,76,267,UE,0.27,0.43,,,,
S5,2020,4,18,22,22,4,45.422482,-71.866577,247.89999,13,38.9,7.8,60,614.4,2287,0.808973,231,140,114,352,OK,0.31,0.46,,,,
S6,2020,4,18,22,22,7,45.42244,-71.866386,247.2,13,38.9,7.8,60,614.4,1790,0.561062,154,85,56,279,UE,0.23,0.41,,,,
S1,2020,4,18,22,22,9,45.422443,-71.866226,247.3,13,38.9,7.8,60,614.4,2148,1.91805,527,315,244,982,OK,0.29,0.46,,,,
S2,2020,4,18,22,22,12,45.422447,-71.866066,246,13,39,7.8,60,614.4,1722,0.978597,465,211,146,777,OK,0.18,0.34,,,,
S3,2020,4,18,22,22,14,45.422447,-71.865822,244.8,13,39,7.8,60,614.4,5359,0.378391,74,60,56,111,UE,0.46,0.57,,,,
S4,2020,4,18,22,22,17,45.422447,-71.865662,244.10001,13,39,7.7,60,614.4,2523,0.443631,109,70,55,205,UE,0.33,0.49,,,,
S5,2020,4,18,22,22,19,45.422451,-71.865425,244.2,13,39,7.7,60,614.4,5306,1.187364,125,133,107,342,OK,0.54,0.66,,,,
S6,2020,4,18,22,22,21,45.422455,-71.865273,244.10001,13,39,7.7,60,614.4,1916,0.495822,146,83,62,258,UE,0.27,0.44,,,,
S1,2020,4,18,22,22,24,45.422455,-71.865044,243.2,13,39,7.7,60,614.4,2882,0.182671,53,34,30,96,UE,0.34,0.48,,,,
S2,2020,4,18,22,22,26,45.422462,-71.864899,242.7,13,39,7.7,60,614.4,1733,0.534966,214,114,94,354,UE,0.25,0.4,,,,
S3,2020,4,18,22,22,29,45.42247,-71.864716,242.7,13,39,7.7,60,614.4,2859,0.078288,31,19,18,42,UE,0.32,0.45,,,,
S4,2020,4,18,22,22,31,45.422497,-71.864624,241.10001,13,39,7.7,60,614.4,1996,0.548014,163,94,73,275,UE,0.28,0.44,,,,
S5,2020,4,18,22,22,34,45.422546,-71.864563,241.10001,13,39,7.7,60,614.4,1637,3.679524,1159,585,362,2027,OK,0.19,0.38,,,,
S6,2020,4,18,22,22,36,45.422668,-71.864555,241.3,13,39,7.7,60,614.4,2418,0.026096,8,5,4,13,UE,0.32,0.48,,,,
S1,2020,4,18,22,22,39,45.422768,-71.864594,240.89999,13,39.1,7.7,60,614.4,4380,0,3,2,2,5,UE,0.37,0.47,,,,
S2,2020,4,18,22,22,41,45.422924,-71.864655,239.8,13,39,7.6,60,614.4,1620,0.052192,32,16,14,47,UE,0.22,0.36,,,,
S3,2020,4,18,22,22,43,45.423038,-71.864677,238.8,13,39,7.6,60,614.4,2675,0.195719,57,36,31,93,UE,0.33,0.48,,,,
S4,2020,4,18,22,22,46,45.423222,-71.864716,237.5,13,39,7.6,60,614.4,2006,0.117432,93,42,36,135,UE,0.17,0.32,,,,
S5,2020,4,18,22,22,48,45.423344,-71.864723,236.39999,13,39,7.6,60,614.4,1883,0.378391,127,71,56,224,UE,0.27,0.43,,,,
S6,2020,4,18,22,22,51,45.423531,-71.864731,234.2,13,39,7.6,60,614.4,1912,0.13048,94,43,37,147,UE,0.18,0.32,,,,
S1,2020,4,18,22,22,53,45.423649,-71.864731,232.89999,13,39,7.6,60,614.4,1635,0.013048,16,8,8,26,UE,0.2,0.32,,,,
S2,2020,4,18,22,22,56,45.42382,-71.864738,232.89999,13,39,7.5,60,614.4,5171,0.104384,220,86,76,310,UE,0.11,0.23,,,,
S3,2020,4,18,22,22,58,45.423939,-71.864738,231.89999,13,39,7.5,60,614.4,1695,0.078288,40,21,18,56,UE,0.24,0.39,,,,
S4,2020,4,18,22,23,1,45.424057,-71.864738,231.89999,13,39,7.5,60,614.4,2644,0.078288,30,18,17,39,UE,0.31,0.44,,,,
S5,2020,4,18,22,23,3,45.42424,-71.864746,231.10001,13,39,7.5,60,614.4,4347,0.143528,26,21,18,43,UE,0.45,0.58,,,,
S6,2020,4,18,22,23,6,45.424362,-71.864754,230.39999,13,39.1,7.5,60,614.4,6647,0.013048,5,4,4,6,UE,0.47,0.55,,,,
S1,2020,4,18,22,23,8,45.424561,-71.864761,230.89999,13,39.1,7.5,60,614.4,5883,0.013048,4,3,3,6,UE,0.43,0.52,,,,
S2,2020,4,18,22,23,10,45.424675,-71.864769,231.2,13,39.1,7.5,60,614.4,1777,0.13048,77,41,40,93,UE,0.24,0.36,,,,
S3,2020,4,18,22,23,13,45.424835,-71.864769,229.89999,13,39.1,7.5,60,614.4,1780,0.156576,61,33,27,92,UE,0.25,0.41,,,,
S4,2020,4,18,22,23,15,45.424953,-71.864777,228.2,13,39,7.4,60,614.4,1747,0.091336,45,24,21,62,UE,0.25,0.4,,,,
S5,2020,4,18,22,23,18,45.425129,-71.864784,228.2,13,39.1,7.4,60,614.4,1722,0.260959,90,48,35,150,UE,0.24,0.41,,,,
S6,2020,4,18,22,23,20,45.425247,-71.864784,224.8,13,39.1,7.4,60,614.4,4380,0.013048,6,4,4,8,UE,0.37,0.47,,,,
S1,2020,4,18,22,23,23,45.425426,-71.864799,223.60001,13,39.1,7.4,60,614.4,2746,0.195719,53,34,29,89,UE,0.34,0.48,,,,
S2,2020,4,18,22,23,25,45.425549,-71.864799,222.2,13,39.1,7.4,60,614.4,1662,1.435276,622,322,268,1068,OK,0.24,0.39,,,,
S3,2020,4,18,22,23,28,45.425667,-71.864807,221.5,13,39.1,7.4,60,614.4,1788,0.091336,37,20,17,53,UE,0.26,0.41,,,,
S4,2020,4,18,22,23,30,45.425846,-71.864845,220.5,13,39.1,7.3,60,614.4,1637,0.13048,57,29,23,83,UE,0.23,0.39,,,,
S5,2020,4,18,22,23,32,45.425953,-71.864891,220.3,13,39.1,7.4,60,614.4,2838,0.104384,29,19,16,44,UE,0.35,0.49,,,,
S6,2020,4,18,22,23,35,45.426109,-71.864967,219.60001,13,39.1,7.3,60,614.4,1840,1.839762,419,239,136,811,OK,0.21,0.4,,,,
S1,2020,4,18,22,23,37,45.426212,-71.865028,219.39999,13,39.1,7.3,60,614.4,2466,9.642442,1250,936,453,2875,OK,0.24,0.43,,,,
S2,2020,4,18,22,23,40,45.426334,-71.865105,219.10001,13,39.1,7.3,60,614.4,1776,3.966579,1735,752,436,2941,OK,0.15,0.32,,,,
S3,2020,4,18,22,23,42,45.426392,-71.865143,218.8,13,39.1,7.3,60,614.4,1873,0.221815,54,31,19,104,UE,0.23,0.42,,,,
S4,2020,4,18,22,23,45,45.42643,-71.86528,218.8,13,39.1,7.3,60,614.4,1802,0.287055,91,50,37,152,UE,0.25,0.42,,,,
S5,2020,4,18,22,23,47,45.426418,-71.865402,219.5,13,39.1,7.3,60,614.4,3106,0.404487,52,43,27,119,UE,0.36,0.53,,,,
S6,2020,4,18,22,23,50,45.426392,-71.86554,219.7,13,39.1,7.3,60,614.4,3704,0.052192,8,7,5,17,UE,0.43,0.58,,,,
S1,2020,4,18,22,23,52,45.426338,-71.86573,220.5,13,39.1,7.3,60,614.4,2872,0.013048,4,3,2,9,UE,0.35,0.52,,,,
S2,2020,4,18,22,23,55,45.426304,-71.865852,221,13,39.1,7.2,60,614.4,2315,0.521918,95,63,39,194,UE,0.28,0.47,,,,
S3,2020,4,18,22,23,57,45.426254,-71.866013,221.39999,13,39.1,7.2,60,614.4,1977,0.287055,89,51,40,153,UE,0.28,0.44,,,,
S4,2020,4,18,22,23,59,45.426231,-71.866089,221.7,13,39.1,7.2,60,614.4,1945,1.487467,556,311,268,1002,OK,0.27,0.42,,,,
S5,2020,4,18,22,24,2,45.426201,-71.866211,222.10001,13,39.1,7.2,60,614.4,1756,0.143528,52,28,22,81,UE,0.25,0.41,,,,
S6,2020,4,18,22,24,4,45.426167,-71.86631,223,13,39.1,7.2,60,614.4,2910,0.026096,9,6,5,15,UE,0.35,0.5,,,,
S1,2020,4,18,22,24,7,45.426113,-71.866501,224.3,13,39.1,7.2,60,614.4,2184,0.013048,3,2,1,5,UE,0.22,0.41,,,,
S2,2020,4,18,22,24,9,45.426071,-71.866638,225,13,39.1,7.1,60,614.4,1767,0.104384,35,19,14,57,UE,0.25,0.42,,,,
S3,2020,4,18,22,24,12,45.426006,-71.866859,225.8,13,39.2,7.2,60,614.4,1886,0.482775,155,87,67,283,UE,0.26,0.43,,,,
S4,2020,4,18,22,24,14,45.425968,-71.866989,227.3,13,39.2,7.1,60,614.4,2069,0.887261,285,165,136,418,OK,0.29,0.44,,,,
S5,2020,4,18,22,24,17,45.425926,-71.867119,228.60001,13,39.2,7.1,60,614.4,1636,0.143528,63,32,25,94,UE,0.22,0.39,,,,
S6,2020,4,18,22,24,19,45.425877,-71.86731,228.89999,13,39.2,7.1,60,614.4,2163,0.026096,12,7,6,18,UE,0.29,0.44,,,,
S1,2020,4,18,22,24,22,45.425854,-71.867393,229.2,13,39.2,7.1,60,614.4,2872,0.013048,4,3,2,7,UE,0.35,0.52,,,,
S2,2020,4,18,22,24,24,45.425812,-71.867538,229.2,13,39.2,7.1,60,614.4,1887,0.313151,96,54,41,154,UE,0.26,0.43,,,,
S3,2020,4,18,22,24,26,45.425774,-71.867653,229.39999,13,39.2,7.1,60,614.4,2212,0.247911,66,40,31,111,UE,0.3,0.46,,,,
S4,2020,4,18,22,24,29,45.425713,-71.867874,230.2,13,39.2,7.1,60,614.4,1927,0.078288,38,21,19,51,UE,0.27,0.41,,,,
S5,2020,4,18,22,24,31,45.425663,-71.868011,231.5,13,39.2,7.1,60,614.4,3205,0.208767,45,32,26,97,UE,0.38,0.53,,,,
S6,2020,4,18,22,24,34,45.42561,-71.868195,231.5,13,39.2,7,60,614.4,5883,0.013048,4,3,3,5,UE,0.43,0.52,,,,
S1,2020,4,18,22,24,36,45.425564,-71.868309,234.3,13,39.2,7,60,614.4,2184,0.013048,3,2,1,4,UE,0.22,0.41,,,,
S2,2020,4,18,22,24,39,45.425522,-71.868446,235.2,13,39.2,7,60,614.4,2117,0.06524,26,15,13,43,UE,0.29,0.43,,,,
S3,2020,4,18,22,24,41,45.425457,-71.868622,236.7,13,39.2,7,60,614.4,2021,0.234863,63,37,27,110,UE,0.27,0.45,,,,
S4,2020,4,18,22,24,44,45.425392,-71.868698,237.5,13,39.2,7,60,614.4,2460,0.57411,398,159,106,618,OK,0.14,0.29,,,,
S5,2020,4,18,22,24,46,45.425255,-71.868706,237.39999,13,39.2,7,60,614.4,2154,1.565755,396,240,177,729,OK,0.29,0.46,,,,
S6,2020,4,18,22,24,48,45.425156,-71.868645,237.3,13,39.2,6.9,60,614.4,1620,1.200412,448,218,145,763,OK,0.19,0.37,,,,
S1,2020,4,18,22,24,51,45.425011,-71.868568,237.3,13,39.2,7,60,614.4,2152,4.318875,1023,626,443,1896,OK,0.29,0.46,,,,
S2,2020,4,18,22,24,53,45.424923,-71.868523,237.8,13,39.2,6.9,60,614.4,1918,1.513563,805,345,228,1302,OK,0.16,0.32,,,,
S3,2020,4,18,22,24,56,45.424809,-71.868469,237.8,13,39.1,6.9,60,614.4,1624,0.078288,32,16,12,50,UE,0.21,0.38,,,,
S4,2020,4,18,22,24,58,45.424744,-71.868439,237.2,13,39.2,6.9,60,614.4,1914,2.727024,1402,596,377,2275,OK,0.15,0.32,,,,
S5,2020,4,18,22,25,1,45.424671,-71.868477,237.2,13,39.2,6.9,60,614.4,2207,0.078288,25,15,12,39,UE,0.3,0.46,,,,
S6,2020,4,18,22,25,3,45.424648,-71.868576,234.89999,13,39.1,6.8,60,614.4,2239,0.104384,26,16,12,45,UE,0.3,0.47,,,,
S1,2020,4,18,22,25,6,45.424625,-71.868706,236.39999,13,39.2,6.9,60,614.4,3499,0.026096,5,4,3,8,UE,0.41,0.56,,,,
S2,2020,4,18,22,25,8,45.424572,-71.868919,238.2,13,39.2,6.9,60,614.4,1671,0.052192,25,13,11,37,UE,0.24,0.39,,,,
S3,2020,4,18,22,25,11,45.424538,-71.869049,239.8,13,39.2,6.8,60,614.4,5275,0.013048,7,5,5,9,UE,0.41,0.5,,,,
S4,2020,4,18,22,25,13,45.424465,-71.86924,241.39999,13,39.2,6.8,60,614.4,3045,0.76983,102,83,52,213,UE,0.36,0.53,,,,
S5,2020,4,18,22,25,15,45.424397,-71.869354,243.5,13,39.2,6.8,60,614.4,3283,1.370036,144,132,77,334,UE,0.37,0.54,,,,
S6,2020,4,18,22,25,18,45.424263,-71.869423,245.8,13,39.2,6.8,60,614.4,5344,0.039144,6,6,5,11,UE,0.53,0.65,,,,
S1,2020,4,18,22,25,20,45.424171,-71.869408,244.7,13,39.2,6.8,60,614.4,4380,0,3,2,2,6,UE,0.37,0.47,,,,
S2,2020,4,18,22,25,23,45.424023,-71.869408,244.7,13,39.2,6.8,60,614.4,3060,0.404487,56,45,29,115,UE,0.36,0.53,,,,
S3,2020,4,18,22,25,25,45.423935,-71.8694,244.89999,13,39.2,6.8,60,614.4,1846,0.143528,41,23,16,72,UE,0.25,0.43,,,,
S4,2020,4,18,22,25,28,45.42382,-71.8694,249.3,13,39.2,6.7,60,614.4,1947,0.13048,91,41,34,137,UE,0.18,0.32,,,,
S5,2020,4,18,22,25,30,45.42374,-71.8694,252,13,39.2,6.7,60,614.4,2742,0.221815,45,31,23,87,UE,0.34,0.51,,,,
S6,2020,4,18,22,25,33,45.423656,-71.869408,248.89999,13,39.2,6.7,60,614.4,2418,0.052192,16,10,8,26,UE,0.32,0.48,,,,
S1,2020,4,18,22,25,35,45.423527,-71.869408,250.7,13,39.2,6.7,60,614.4,2418,0.052192,16,10,8,29,UE,0.32,0.48,,,,
S2,2020,4,18,22,25,37,45.423439,-71.8694,252.10001,13,39.2,6.7,60,614.4,1727,0.417535,238,111,90,384,UE,0.19,0.34,,,,
S3,2020,4,18,22,25,40,45.423309,-71.869408,253.5,13,39.2,6.7,60,614.4,1738,0.208767,67,36,26,114,UE,0.24,0.41,,,,
S4,2020,4,18,22,25,42,45.423225,-71.869408,253.60001,13,39.2,6.7,60,614.4,1680,0.169623,67,35,27,103,UE,0.23,0.4,,,,
S5,2020,4,18,22,25,45,45.423096,-71.869392,253.89999,13,39.2,6.7,60,614.4,4501,0.143528,19,18,14,43,UE,0.48,0.62,,,,
S6,2020,4,18,22,25,47,45.423004,-71.869385,253.89999,13,39.1,6.6,60,614.4,3662,0.039144,8,6,5,13,UE,0.41,0.55,,,,
S1,2020,4,18,22,25,50,45.422852,-71.869385,253.89999,13,39.1,6.6,60,614.4,2872,0.013048,4,3,2,8,UE,0.35,0.52,,,,
S2,2020,4,18,22,25,52,45.422745,-71.869385,256,13,39.1,6.6,60,614.4,1962,0.156576,45,26,19,81,UE,0.27,0.44,,,,
S3,2020,4,18,22,25,55,45.422646,-71.869377,258.39999,13,39.2,6.6,60,614.4,2042,0.247911,64,38,27,115,UE,0.27,0.45,,,,
S4,2020,4,18,22,25,57,45.422485,-71.869377,260.5,13,39.2,6.6,60,614.4,1639,0.326199,122,62,45,201,UE,0.22,0.39,,,,
S5,2020,4,18,22,26,0,45.422379,-71.869385,261,13,39.2,6.6,60,614.4,4034,0.274007,42,35,28,96,UE,0.44,0.58,,,,
S6,2020,4,18,22,26,2,45.422234,-71.869385,262.70001,13,39.2,6.6,60,614.4,3366,0.039144,10,7,6,17,UE,0.38,0.52,,,,
S1,2020,4,18,22,26,4,45.422134,-71.869385,264.29999,13,39.1,6.5,60,614.4,4380,0,3,2,2,6,UE,0.37,0.47,,,,
S2,2020,4,18,22,26,7,45.422009,-71.86937,266.60001,13,39.1,6.5,60,614.4,1773,0.143528,44,24,17,75,UE,0.24,0.42,,,,
S3,2020,4,18,22,26,9,45.421925,-71.869377,266.89999,13,39.2,6.5,60,614.4,2297,0.430583,90,58,39,177,UE,0.29,0.47,,,,
S4,2020,4,18,22,26,12,45.421791,-71.869377,267.89999,13,39.2,6.5,60,614.4,2256,0.861165,553,226,151,870,OK,0.15,0.3,,,,
S5,2020,4,18,22,26,14,45.4217,-71.869354,267.10001,13,39.2,6.5,60,614.4,2009,3.366374,824,488,334,1512,OK,0.27,0.45,,,,
S6,2020,4,18,22,26,17,45.4216,-71.869232,266.60001,13,39.2,6.5,60,614.4,1870,1.135173,315,178,125,550,OK,0.25,0.43,,,,
S1,2020,4,18,22,26,19,45.421558,-71.869102,264.60001,13,39.2,6.5,60,614.4,2470,0.300103,74,47,37,137,UE,0.32,0.48,,,,
S2,2020,4,18,22,26,22,45.421543,-71.868958,264.29999,13,39.2,6.4,60,614.4,1644,2.583496,1146,542,389,1965,OK,0.19,0.36,,,,
S3,2020,4,18,22,26,24,45.421535,-71.868729,263.20001,13,39.2,6.4,60,614.4,2241,0.548014,140,86,65,260,UE,0.3,0.47,,,,
S4,2020,4,18,22,26,27,45.421532,-71.868591,259.29999,13,39.2,6.4,60,614.4,1682,4.54069,1881,854,531,3176,OK,0.17,0.34,,,,
S5,2020,4,18,22,26,29,45.421528,-71.868385,257.20001,13,39.2,6.4,60,614.4,2074,6.90237,1563,949,630,2804,OK,0.27,0.45,,,,
S6,2020,4,18,22,26,31,45.421528,-71.86824,257.70001,12,39.2,6.4,60,614.4,1909,0.221815,65,37,27,112,UE,0.26,0.44,,,,
S1,2020,4,18,22,26,34,45.421524,-71.868027,257.89999,13,39.2,6.4,60,614.4,3197,0.052192,9,7,5,17,UE,0.38,0.55,,,,
S2,2020,4,18,22,26,36,45.42152,-71.867874,258,13,39.2,6.3,60,614.4,1642,0.260959,102,52,39,173,UE,0.22,0.39,,,,
S3,2020,4,18,22,26,39,45.421513,-71.867645,258,13,39.2,6.4,60,614.4,3520,0.76983,146,109,89,303,UE,0.4,0.55,,,,
S4,2020,4,18,22,26,41,45.421497,-71.8675,258.39999,13,39.2,6.3,60,614.4,2169,0.339247,225,95,69,356,UE,0.16,0.31,,,,
S5,2020,4,18,22,26,44,45.421452,-71.867287,258.79999,13,39.2,6.4,60,614.4,2051,0.835069,282,162,136,470,OK,0.28,0.44,,,,
S6,2020,4,18,22,26,46,45.421417,-71.867149,258.29999,13,39.2,6.3,60,614.4,1676,0.965549,463,216,159,759,OK,0.19,0.35,,,,
S1,2020,4,18,22,26,49,45.421368,-71.867035,258.39999,13,39.2,6.3,60,614.4,1954,2.870551,851,487,372,1505,OK,0.27,0.44,,,,
S2,2020,4,18,22,26,51,45.421265,-71.866875,258.29999,13,39.3,6.3,60,614.4,3676,1.109077,1183,438,303,1881,OK,0.13,0.26,,,,
S3,2020,4,18,22,26,53,45.421181,-71.866783,257.70001,13,39.3,6.3,60,614.4,1635,0.521918,188,95,66,325,UE,0.21,0.39,,,,
S4,2020,4,18,22,26,56,45.421047,-71.866653,257.70001,13,39.3,6.3,60,614.4,3352,0.521918,536,208,155,830,OK,0.13,0.27,,,,
S5,2020,4,18,22,26,58,45.420956,-71.866585,258.29999,13,39.3,6.3,60,614.4,1948,1.226508,498,277,247,863,OK,0.27,0.41,,,,
S6,2020,4,18,22,27,1,45.420841,-71.866486,259.29999,13,39.2,6.2,60,614.4,2072,0.652398,459,202,163,726,OK,0.17,0.32,,,,
S1,2020,4,18,22,27,3,45.420769,-71.866432,259.29999,13,39.3,6.2,60,614.4,1654,2.674832,1074,553,435,1790,OK,0.23,0.39,,,,
S2,2020,4,18,22,27,6,45.420696,-71.866371,259.29999,13,39.4,6.3,60,614.4,5548,1.017741,2247,796,613,3501,OK,0.11,0.22,,,,
S3,2020,4,18,22,27,8,45.420677,-71.866348,259.39999,13,39.4,6.2,60,614.4,1785,0.57411,308,139,103,499,OK,0.18,0.34,,,,
S4,2020,4,18,22,27,11,45.420654,-71.86631,260,13,39.3,6.2,60,614.4,1631,1.21346,568,274,211,938,OK,0.2,0.37,,,,
S5,2020,4,18,22,27,13,45.420658,-71.86615,259.60001,13,39.4,6.2,60,614.4,1722,1.98329,1007,462,341,1651,OK,0.18,0.35,,,,
S6,2020,4,18,22,27,16,45.420712,-71.86602,258.79999,13,39.4,6.2,60,614.4,2215,0.156576,41,25,19,70,UE,0.3,0.46,,,,
S1,2020,4,18,22,27,18,45.420815,-71.865807,258.5,13,39.4,6.2,60,614.4,2341,0.052192,18,11,9,32,UE,0.31,0.47,,,,
S2,2020,4,18,22,27,20,45.420895,-71.865646,257.79999,13,39.4,6.2,60,614.4,1640,1.21346,535,254,183,883,OK,0.19,0.36,,,,
S3,2020,4,18,22,27,23,45.421005,-71.865395,256.70001,13,39.4,6.2,60,614.4,1818,0.469727,261,117,87,421,UE,0.18,0.34,,,,
S4,2020,4,18,22,27,25,45.421078,-71.865211,255.89999,13,39.4,6.1,60,614.4,1639,1.813666,623,316,214,1069,OK,0.21,0.39,,,,
S5,2020,4,18,22,27,28,45.421165,-71.864944,254.89999,13,39.4,6.1,60,614.4,3084,1.604899,254,194,137,545,OK,0.37,0.54,,,,
S6,2020,4,18,22,27,30,45.421211,-71.864761,254.5,13,39.4,6.1,60,614.4,2476,0.247911,53,35,25,100,UE,0.32,0.49,,,,
S1,2020,4,18,22,27,33,45.42128,-71.864494,254,13,39.5,6.1,60,614.4,3585,0.313151,60,45,37,130,UE,0.4,0.55,,,,
S2,2020,4,18,22,27,35,45.42131,-71.864342,254.39999,13,39.5,6.1,60,614.4,2930,1.383084,313,212,173,625,OK,0.36,0.51,,,,
S3,2020,4,18,22,27,38,45.421341,-71.864258,254.10001,13,39.5,6.1,60,614.4,1623,4.384114,1635,783,504,2850,OK,0.18,0.36,,,,
S4,2020,4,18,22,27,40,45.421406,-71.864273,253.10001,13,39.5,6.1,60,614.4,1881,5.571479,2784,1190,747,4618,OK,0.15,0.32,,,,
S5,2020,4,18,22,27,43,45.421391,-71.864365,252.2,13,39.5,6.1,60,614.4,1637,0.965549,422,215,175,769,OK,0.23,0.39,,,,
S6,2020,4,18,22,27,45,45.421349,-71.864525,253.60001,13,39.5,6,60,614.4,2018,0.313151,85,50,36,150,UE,0.27,0.45,,,,
S1,2020,4,18,22,27,47,45.421303,-71.86467,254.39999,13,39.5,6,60,614.4,3366,0.039144,10,7,6,21,UE,0.38,0.52,,,,
S2,2020,4,18,22,27,50,45.42123,-71.864899,254.8,13,39.5,6,60,614.4,1785,0.234863,125,56,40,204,UE,0.17,0.34,,,,
S3,2020,4,18,22,27,52,45.421185,-71.865028,255.39999,13,39.5,6,60,614.4,4471,1.552707,207,188,150,540,OK,0.48,0.61,,,,
S4,2020,4,18,22,27,55,45.421089,-71.865257,255.39999,13,39.5,6,60,614.4,2515,1.030789,754,303,210,1203,OK,0.14,0.29,,,,
S5,2020,4,18,22,27,57,45.421017,-71.865425,257.70001,13,39.6,6,60,614.4,1625,0.482775,190,95,70,313,UE,0.21,0.38,,,,
S6,2020,4,18,22,28,0,45.420929,-71.865623,258.60001,13,39.6,6,60,614.4,1946,0.208767,61,35,26,103,UE,0.27,0.44,,,,
S1,2020,4,18,22,28,2,45.420799,-71.865883,259.89999,13,39.5,5.9,60,614.4,2507,0.052192,14,9,7,26,UE,0.32,0.49,,,,
S2,2020,4,18,22,28,5,45.420731,-71.866035,261.10001,13,39.6,6,60,614.4,1691,0.521918,259,120,88,438,UE,0.19,0.35,,,,
S3,2020,4,18,22,28,7,45.420647,-71.866226,262.29999,13,39.6,6,60,614.4,1738,2.439968,1216,552,395,1976,OK,0.18,0.34,,,,
S4,2020,4,18,22,28,9,45.420597,-71.866364,263,13,39.6,5.9,60,614.4,3038,855.09802,689,195,117,970,OK,0.18,0.19,,,,
S5,2020,4,18,22,28,12,45.420525,-71.866577,264.39999,13,39.6,5.9,60,614.4,1697,0.104384,36,19,13,62,UE,0.22,0.4,,,,
S6,2020,4,18,22,28,14,45.420475,-71.866722,265.20001,13,39.6,5.9,60,614.4,1620,0.391439,116,55,26,196,UE,0.13,0.31,,,,
S1,2020,4,18,22,28,17,45.420406,-71.866943,266.60001,13,39.6,5.9,60,614.4,1624,1.030789,250,121,41,473,UE,0.07,0.24,,,,
S2,2020,4,18,22,28,19,45.420368,-71.867104,267.20001,13,39.7,5.9,60,614.4,2372,0.274007,175,68,39,283,UE,0.13,0.28,,,,
S3,2020,4,18,22,28,22,45.420319,-71.867355,267.20001,13,39.7,5.9,60,614.4,1642,2.322537,1016,481,343,1755,OK,0.19,0.36,,,,
S4,2020,4,18,22,28,24,45.420292,-71.867516,267.60001,13,39.6,5.8,60,614.4,1633,0.208767,85,43,32,135,UE,0.22,0.39,,,,
S5,2020,4,18,22,28,27,45.420265,-71.867661,267.89999,13,39.7,5.8,60,614.4,2529,0.926405,185,124,88,358,UE,0.32,0.49,,,,
S6,2020,4,18,22,28,29,45.420235,-71.867874,268.10001,13,39.7,5.8,60,614.4,1633,1.396132,475,239,158,817,OK,0.2,0.38,,,,
S1,2020,4,18,22,28,32,45.420216,-71.867981,268.5,13,39.8,5.9,60,614.4,2095,6.745795,1345,838,504,2558,OK,0.25,0.44,,,,
S2,2020,4,18,22,28,34,45.4202,-71.868149,268.20001,13,39.7,5.8,60,614.4,1653,5.962917,1831,939,588,3321,OK,0.2,0.38,,,,
S3,2020,4,18,22,28,36,45.420197,-71.868263,268,13,39.7,5.8,60,614.4,1666,0.06524,27,14,11,44,UE,0.23,0.4,,,,
S4,2020,4,18,22,28,39,45.420197,-71.868454,267.70001,13,39.7,5.8,60,614.4,1626,0.352295,134,67,47,226,UE,0.21,0.38,,,,
S5,2020,4,18,22,28,41,45.420197,-71.868599,267.60001,13,39.8,5.8,60,614.4,1947,3.522949,918,532,371,1699,OK,0.26,0.44,,,,
S6,2020,4,18,22,28,44,45.420197,-71.868813,267.29999,13,39.8,5.8,60,614.4,1670,1.082981,360,187,130,617,OK,0.22,0.4,,,,
S1,2020,4,18,22,28,46,45.420193,-71.868958,267.5,13,39.8,5.8,60,614.4,1973,1.735379,515,296,227,900,OK,0.27,0.44,,,,
S2,2020,4,18,22,28,49,45.420193,-71.869164,267.5,13,39.8,5.7,60,614.4,1621,0.274007,115,56,40,203,UE,0.2,0.37,,,,
S3,2020,4,18,22,28,51,45.420189,-71.869293,267.70001,13,39.9,5.8,60,614.4,3107,0.548014,107,77,60,233,UE,0.37,0.53,,,,
S4,2020,4,18,22,28,54,45.420185,-71.869438,267.60001,13,39.9,5.8,60,614.4,1795,0.495822,153,84,61,273,UE,0.25,0.42,,,,
S5,2020,4,18,22,28,56,45.420185,-71.869659,267.20001,13,39.9,5.8,60,614.4,1669,0.404487,154,80,61,270,UE,0.23,0.4,,,,
S6,2020,4,18,22,28,59,45.420181,-71.869797,267,13,39.9,5.7,60,614.4,4791,0.052192,11,9,8,18,UE,0.46,0.58,,,,
S1,2020,4,18,22,29,1,45.420177,-71.870026,266.39999,13,39.9,5.7,60,614.4,2872,0.013048,4,3,2,7,UE,0.35,0.52,,,,
S2,2020,4,18,22,29,3,45.420174,-71.870178,266,13,39.9,5.7,60,614.4,1946,0.300103,93,53,41,163,UE,0.27,0.44,,,,
S3,2020,4,18,22,29,6,45.42017,-71.870407,265.29999,13,39.9,5.7,60,614.4,1670,0.378391,127,66,46,213,UE,0.22,0.4,,,,
S4,2020,4,18,22,29,8,45.420162,-71.87056,264.60001,13,39.9,5.7,60,614.4,2195,1.14822,302,183,140,596,OK,0.3,0.46,,,,
S5,2020,4,18,22,29,11,45.420158,-71.870796,264.60001,13,39.9,5.6,60,614.4,2630,1.435276,380,242,202,765,OK,0.33,0.48,,,,
S6,2020,4,18,22,29,13,45.420155,-71.870956,263.29999,13,40,5.7,60,614.4,1924,0.587158,281,116,63,449,UE,0.13,0.29,,,,
