Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,,,,
S1,2020,4,19,2,3,46,45.38728,-71.869934,180.10001,20,51,0.4,60,614.4,2610,0.026096,6,4,3,11,UE,0.33,0.5,,,,
S2,2020,4,19,2,3,49,45.387299,-71.870079,179.8,20,50.9,0.4,60,614.4,1642,0.378391,149,76,57,237,UE,0.22,0.39,,,,
S3,2020,4,19,2,3,51,45.387337,-71.870262,179.8,15,50.9,0.4,60,614.4,1629,0.561062,213,107,77,345,UE,0.21,0.39,,,,
S4,2020,4,19,2,3,53,45.387383,-71.870346,180.10001,20,50.9,0.3,60,614.4,2155,0.078288,52,22,16,83,UE,0.16,0.31,,,,
S5,2020,4,19,2,3,56,45.387512,-71.870346,181.2,20,50.9,0.4,60,614.4,2013,0.091336,37,21,18,51,UE,0.28,0.43,,,,
S6,2020,4,19,2,3,58,45.387619,-71.870293,182.10001,20,50.9,0.4,60,614.4,4484,0.039144,7,6,5,10,UE,0.46,0.6,,,,
S1,2020,4,19,2,4,1,45.387814,-71.870209,183.8,20,50.8,0.4,60,614.4,1635,0,2,1,1,4,UE,0.2,0.32,,,,
S2,2020,4,19,2,4,3,45.387943,-71.870163,184,20,50.9,0.3,60,614.4,2550,0.039144,13,8,7,19,UE,0.32,0.46,,,,
S3,2020,4,19,2,4,6,45.388123,-71.870064,183.7,15,50.9,0.4,60,614.4,1831,0.091336,56,30,30,69,UE,0.24,0.36,,,,
S4,2020,4,19,2,4,8,45.388233,-71.869972,182.60001,20,50.9,0.4,60,614.4,2303,4.358018,2729,1093,689,4387,OK,0.14,0.29,,,,
S5,2020,4,19,2,4,11,45.388329,-71.869888,183.3,20,50.9,0.4,60,614.4,4981,1.187364,1844,577,301,2653,OK,0.15,0.22,,,,
S6,2020,4,19,2,4,13,45.388466,-71.869713,184.89999,15,50.9,0.4,60,614.4,1649,0.417535,140,63,29,232,UE,0.12,0.29,,,,
S1,2020,4,19,2,4,16,45.388554,-71.869591,185.89999,20,50.9,0.4,60,614.4,1624,0.13048,39,18,7,69,UE,0.09,0.26,,,,
S2,2020,4,19,2,4,18,45.38866,-71.869438,187.60001,15,50.9,0.4,60,614.4,1675,0.678494,188,98,56,337,UE,0.19,0.37,,,,
S3,2020,4,19,2,4,20,45.388691,-71.869408,187.89999,20,50.9,0.4,60,614.4,1709,0.208767,62,33,21,107,UE,0.21,0.4,,,,
S4,2020,4,19,2,4,23,45.388775,-71.8694,188,15,50.9,0.3,60,614.4,1711,0.352295,138,73,59,233,UE,0.24,0.4,,,,
S5,2020,4,19,2,4,25,45.388851,-71.869453,187.60001,15,51,0.4,60,614.4,1659,8.859565,3997,1871,1333,6690,OK,0.19,0.36,,,,
S6,2020,4,19,2,4,28,45.388969,-71.869629,187.60001,15,50.9,0.4,60,614.4,1855,1.839762,570,318,239,1013,OK,0.26,0.43,,,,
S1,2020,4,19,2,4,30,45.389057,-71.869759,185.5,20,50.9,0.3,60,614.4,2722,0.156576,50,31,28,88,UE,0.33,0.46,,,,
S2,2020,4,19,2,4,33,45.389202,-71.869972,184.7,20,51,0.4,60,614.4,2166,0.521918,336,141,100,534,OK,0.15,0.31,,,,
S3,2020,4,19,2,4,35,45.389294,-71.870102,183.60001,20,51,0.4,60,614.4,1979,8.689941,4922,2103,1441,7946,OK,0.16,0.32,,,,
S4,2020,4,19,2,4,38,45.389381,-71.870186,183,20,51,0.4,60,614.4,5413,0.848117,1735,607,450,2651,OK,0.12,0.23,,,,
S5,2020,4,19,2,4,40,45.389496,-71.870117,183.39999,15,51,0.4,60,614.4,4324,1.839762,2162,693,342,3131,OK,0.15,0.22,,,,
S6,2020,4,19,2,4,42,45.389523,-71.869972,184.8,15,51,0.4,60,614.4,1769,0.782878,298,125,55,489,UE,0.11,0.26,,,,
S1,2020,4,19,2,4,45,45.389526,-71.86972,186.39999,15,51,0.4,60,614.4,1625,0.247911,70,32,11,107,UE,0.07,0.23,,,,
S2,2020,4,19,2,4,47,45.38953,-71.869553,187.7,15,51,0.4,60,614.4,1834,0.104384,57,25,17,92,UE,0.16,0.33,,,,
S3,2020,4,19,2,4,50,45.389545,-71.869301,189.2,15,51,0.4,60,614.4,2048,0.195719,113,47,30,178,UE,0.15,0.31,,,,
S4,2020,4,19,2,4,52,45.389576,-71.869171,189.7,15,51,0.4,60,614.4,1655,1.370036,407,178,59,756,UE,0.06,0.21,,,,
S5,2020,4,19,2,4,55,45.389694,-71.86908,189.7,15,50.9,0.3,60,614.4,4598,0.352295,487,160,91,699,UE,0.14,0.23,,,,
S6,2020,4,19,2,4,57,45.389809,-71.869072,191.10001,15,51,0.4,60,614.4,1643,0.221815,79,36,18,129,UE,0.13,0.31,,,,
S1,2020,4,19,2,5,0,45.389923,-71.869072,190.5,15,51,0.4,60,614.4,1632,6.484836,1489,733,240,2659,OK,0.06,0.23,,,,
S2,2020,4,19,2,5,2,45.390095,-71.869087,191.5,15,51,0.3,60,614.4,1651,0.195719,80,37,23,120,UE,0.17,0.34,,,,
S3,2020,4,19,2,5,5,45.390202,-71.869087,191.8,15,51,0.4,60,614.4,3499,0.76983,698,240,126,1031,OK,0.13,0.24,,,,
S4,2020,4,19,2,5,7,45.390327,-71.86911,192,15,51,0.4,60,614.4,1637,0.169623,70,33,22,115,UE,0.18,0.36,,,,
S5,2020,4,19,2,5,9,45.390373,-71.869202,191.7,15,51,0.4,60,614.4,1807,0.260959,149,67,50,228,UE,0.18,0.34,,,,
S6,2020,4,19,2,5,12,45.390392,-71.869392,190.89999,15,51,0.4,60,614.4,2365,0.091336,26,16,13,41,UE,0.31,0.47,,,,
S1,2020,4,19,2,5,14,45.390388,-71.869537,190.7,15,51,0.3,60,614.4,2465,0.104384,23,15,11,39,UE,0.32,0.49,,,,
S2,2020,4,19,2,5,17,45.390392,-71.869766,189.7,15,51,0.4,60,614.4,2011,8.037543,2218,1294,965,3994,OK,0.28,0.45,,,,
S3,2020,4,19,2,5,19,45.3904,-71.869934,189.10001,15,51,0.3,60,614.4,1742,4.110107,1921,860,571,3096,OK,0.17,0.34,,,,
S4,2020,4,19,2,5,22,45.3904,-71.870178,189.10001,15,51,0.4,60,614.4,2139,0.143528,50,29,25,72,UE,0.29,0.44,,,,
S5,2020,4,19,2,5,24,45.3904,-71.870338,187.3,14,51,0.4,60,614.4,1887,4.814697,2417,1032,648,3808,OK,0.15,0.32,,,,
S6,2020,4,19,2,5,27,45.390392,-71.870506,186.39999,15,51,0.3,60,614.4,1635,2.987983,1004,506,332,1701,OK,0.2,0.38,,,,
S1,2020,4,19,2,5,29,45.390381,-71.87075,185.5,15,51,0.3,60,614.4,2254,0.835069,227,138,109,407,OK,0.3,0.46,,,,
S2,2020,4,19,2,5,32,45.390373,-71.870918,184.60001,15,51,0.4,60,614.4,4418,0.13048,34,24,23,39,UE,0.4,0.51,,,,
S3,2020,4,19,2,5,34,45.390369,-71.87117,183.2,15,51,0.4,60,614.4,1706,0.378391,165,87,74,224,UE,0.24,0.4,,,,
S4,2020,4,19,2,5,36,45.390354,-71.871315,182.39999,14,51,0.4,60,614.4,5139,0.052192,398,133,104,585,OK,0.1,0.19,,,,
S5,2020,4,19,2,5,39,45.390335,-71.87149,180.60001,15,51,0.3,60,614.4,1629,1.735379,727,348,246,1230,OK,0.19,0.37,,,,
S6,2020,4,19,2,5,41,45.390327,-71.87159,179.8,15,51,0.4,60,614.4,1698,1.017741,347,183,134,595,OK,0.23,0.41,,,,
S1,2020,4,19,2,5,44,45.390392,-71.871758,179.8,15,51,0.4,60,614.4,1753,7.241618,2362,1275,943,4273,OK,0.24,0.41,,,,
S2,2020,4,19,2,5,46,45.390457,-71.871872,179.2,15,50.9,0.3,60,614.4,1877,0.587158,323,141,98,518,UE,0.16,0.33,,,,
S3,2020,4,19,2,5,49,45.390579,-71.872055,179.2,14,51,0.4,60,614.4,1728,13.047958,3628,1951,1231,6529,OK,0.22,0.4,,,,
S4,2020,4,19,2,5,51,45.390663,-71.872185,179.2,14,51,0.4,60,614.4,1655,0.182671,68,35,26,113,UE,0.23,0.4,,,,
S5,2020,4,19,2,5,54,45.390739,-71.872307,179,14,50.9,0.3,60,614.4,2451,2.49216,724,445,377,1271,OK,0.32,0.47,,,,
S6,2020,4,19,2,5,56,45.390862,-71.872498,178.8,14,51,0.4,60,614.4,2115,0.287055,79,47,36,135,UE,0.29,0.46,,,,
S1,2020,4,19,2,5,59,45.390938,-71.872627,178.60001,14,51,0.4,60,614.4,2076,0.026096,14,8,7,26,UE,0.28,0.43,,,,
S2,2020,4,19,2,6,1,45.39106,-71.87281,178.10001,14,51,0.4,60,614.4,2596,0.339247,264,107,78,426,UE,0.15,0.29,,,,
S3,2020,4,19,2,6,3,45.391151,-71.872932,177.60001,14,51,0.4,60,614.4,1983,1.239556,891,403,344,1370,OK,0.18,0.32,,,,
S4,2020,4,19,2,6,6,45.391293,-71.873146,177.5,14,51,0.4,60,614.4,1830,3.157606,1232,673,573,2139,OK,0.26,0.41,,,,
S5,2020,4,19,2,6,8,45.391388,-71.873283,176.5,14,51,0.4,60,614.4,2182,1.526611,975,407,285,1515,OK,0.15,0.31,,,,
S6,2020,4,19,2,6,11,45.391529,-71.873505,176.5,14,51,0.4,60,614.4,1649,1.135173,507,239,171,843,OK,0.19,0.36,,,,
S1,2020,4,19,2,6,13,45.391617,-71.873634,175.3,14,51,0.3,60,614.4,2401,0.287055,81,50,41,130,UE,0.31,0.47,,,,
S2,2020,4,19,2,6,16,45.391701,-71.873756,174.8,14,51,0.4,60,614.4,1726,0.195719,108,50,39,161,UE,0.19,0.35,,,,
S3,2020,4,19,2,6,18,45.39183,-71.873955,173.89999,14,50.9,0.3,60,614.4,1708,0.443631,225,104,78,352,UE,0.19,0.35,,,,
S4,2020,4,19,2,6,21,45.391914,-71.874084,173.7,14,51,0.4,60,614.4,1815,18.267145,4947,2756,1835,9285,OK,0.24,0.42,,,,
S5,2020,4,19,2,6,23,45.392033,-71.874268,172.89999,14,51,0.4,60,614.4,5882,1.696235,6194,2098,1598,9082,OK,0.11,0.21,,,,
S6,2020,4,19,2,6,25,45.392117,-71.874382,172.3,14,51,0.4,60,614.4,3149,2.49216,2437,973,756,3808,OK,0.14,0.28,,,,
S1,2020,4,19,2,6,28,45.392254,-71.874557,171.5,14,51,0.4,60,614.4,1723,0.678494,329,174,157,502,OK,0.25,0.38,,,,
S2,2020,4,19,2,6,30,45.392342,-71.874672,171.2,14,51,0.3,60,614.4,3195,1.304796,233,173,132,529,OK,0.38,0.54,,,,
S3,2020,4,19,2,6,33,45.392471,-71.87484,170.8,14,51,0.4,60,614.4,1924,1.839762,1108,489,370,1854,OK,0.17,0.33,,,,
S4,2020,4,19,2,6,35,45.392563,-71.874939,170.5,14,51,0.4,60,614.4,1620,0.260959,117,58,45,203,UE,0.21,0.38,,,,
S5,2020,4,19,2,6,38,45.3927,-71.875076,170.60001,14,51,0.4,60,614.4,1965,9.355387,3000,1707,1370,5343,OK,0.28,0.44,,,,
S6,2020,4,19,2,6,40,45.392792,-71.875168,171,15,51,0.4,60,614.4,1731,0.469727,157,84,62,266,UE,0.24,0.41,,,,
S1,2020,4,19,2,6,43,45.392883,-71.875267,171.2,14,51,0.4,60,614.4,1797,0.274007,72,40,25,128,UE,0.22,0.41,,,,
S2,2020,4,19,2,6,45,45.393021,-71.875397,171.8,15,51,0.4,60,614.4,1657,0.313151,132,61,39,224,UE,0.17,0.35,,,,
S3,2020,4,19,2,6,48,45.393112,-71.875488,172.89999,14,51,0.4,60,614.4,1652,9.890353,2909,1489,885,5218,OK,0.19,0.37,,,,
S4,2020,4,19,2,6,50,45.39325,-71.875633,173.39999,20,51,0.4,60,614.4,1638,0.730686,249,126,84,430,UE,0.21,0.38,,,,
S5,2020,4,19,2,6,52,45.393345,-71.875725,172.89999,20,51,0.4,60,614.4,1628,0.587158,208,104,70,328,UE,0.2,0.38,,,,
S6,2020,4,19,2,6,55,45.393482,-71.875862,172.10001,20,51,0.4,60,614.4,2155,0.156576,41,25,18,72,UE,0.29,0.46,,,,
S1,2020,4,19,2,6,57,45.393578,-71.875961,171.39999,20,51,0.3,60,614.4,2454,2.609592,490,330,220,914,OK,0.31,0.49,,,,
S2,2020,4,19,2,7,0,45.393715,-71.876106,171.39999,20,51,0.4,60,614.4,1627,0.365343,137,65,41,233,UE,0.18,0.36,,,,
S3,2020,4,19,2,7,2,45.393806,-71.87619,171.3,15,51.1,0.4,60,614.4,1689,1.383084,579,262,163,975,OK,0.16,0.34,,,,
S4,2020,4,19,2,7,5,45.393936,-71.87632,171.3,15,51.1,0.4,60,614.4,1620,17.053682,5702,2749,1613,10196,OK,0.17,0.35,,,,
S5,2020,4,19,2,7,7,45.39402,-71.876411,171.39999,15,51.1,0.4,60,614.4,2363,0.234863,168,69,49,251,UE,0.15,0.3,,,,
S6,2020,4,19,2,7,10,45.394104,-71.876495,171.39999,15,51,0.3,60,614.4,1622,0.234863,74,35,18,123,UE,0.15,0.32,,,,
S1,2020,4,19,2,7,12,45.394234,-71.876617,170.8,20,51.1,0.4,60,614.4,1667,3.640381,748,387,121,1396,OK,0.06,0.23,,,,
S2,2020,4,19,2,7,15,45.394321,-71.876694,170,20,51,0.3,60,614.4,1624,0.143528,66,32,24,96,UE,0.2,0.37,,,,
S3,2020,4,19,2,7,17,45.394459,-71.876823,169,15,51,0.4,60,614.4,2853,1.448323,1000,354,167,1525,OK,0.12,0.24,,,,
S4,2020,4,19,2,7,19,45.394562,-71.876907,168.2,15,51.1,0.4,60,614.4,1793,0.548014,210,87,37,375,UE,0.1,0.26,,,,
S5,2020,4,19,2,7,22,45.394714,-71.877037,166.60001,20,51.1,0.4,60,614.4,1825,0.391439,223,100,75,361,UE,0.18,0.34,,,,
S6,2020,4,19,2,7,24,45.394825,-71.877121,165.3,15,51,0.3,60,614.4,1719,0.234863,73,39,26,125,UE,0.22,0.4,,,,
S1,2020,4,19,2,7,27,45.394985,-71.877243,165.3,15,51.1,0.4,60,614.4,2300,3.13151,821,505,396,1558,OK,0.31,0.47,,,,
S2,2020,4,19,2,7,29,45.395092,-71.877319,163.89999,20,51.1,0.4,60,614.4,2667,0.874213,695,279,201,1122,OK,0.14,0.29,,,,
S3,2020,4,19,2,7,32,45.395187,-71.877396,163.7,15,51.1,0.4,60,614.4,1634,0.743734,321,153,109,542,OK,0.19,0.36,,,,
S4,2020,4,19,2,7,34,45.395329,-71.877487,163.89999,20,51.1,0.4,60,614.4,2010,11.795356,2758,1644,1086,5257,OK,0.26,0.44,,,,
S5,2020,4,19,2,7,37,45.39542,-71.877548,163.8,20,51.1,0.4,60,614.4,1629,2.935791,1521,773,684,2900,OK,0.23,0.37,,,,
S6,2020,4,19,2,7,39,45.395542,-71.877647,164,15,51.1,0.4,60,614.4,2428,1.200412,233,155,105,488,OK,0.31,0.48,,,,
S1,2020,4,19,2,7,41,45.395622,-71.877708,164.5,20,51,0.3,60,614.4,2053,12.734808,2317,1453,771,4874,OK,0.22,0.41,,,,
S2,2020,4,19,2,7,44,45.395729,-71.877785,164.7,20,51.1,0.4,60,614.4,10798,5.480143,759,810,836,2521,OK,0.61,0.66,,,,
S3,2020,4,19,2,7,46,45.395786,-71.877823,164.8,20,51.1,0.4,60,614.4,3485,9.799018,1827,1365,1106,4372,OK,0.4,0.55,,,,
S4,2020,4,19,2,7,49,45.395855,-71.877869,164.5,15,51.1,0.4,60,614.4,1637,18.110567,5443,2741,1599,9627,OK,0.18,0.37,,,,
S5,2020,4,19,2,7,51,45.395882,-71.877892,164.3,20,51.1,0.4,60,614.4,1734,11.025526,2705,1466,807,5087,OK,0.19,0.38,,,,
S6,2020,4,19,2,7,54,45.39592,-71.877914,164.2,20,51.1,0.4,60,614.4,1730,4.057915,1039,561,323,1891,OK,0.2,0.39,,,,
S1,2020,4,19,2,7,56,45.395962,-71.877945,164.10001,15,51.1,0.4,60,614.4,2291,16.897108,2545,1760,897,5313,OK,0.24,0.43,,,,
S2,2020,4,19,2,7,59,45.396015,-71.877983,164.2,20,51.1,0.4,60,614.4,1668,12.878336,5811,2703,1902,9947,OK,0.18,0.35,,,,
S3,2020,4,19,2,8,1,45.396111,-71.878059,164.10001,20,51.1,0.4,60,614.4,1868,5.140896,1575,882,665,3012,OK,0.26,0.43,,,,
S4,2020,4,19,2,8,4,45.396187,-71.878113,164,15,51,0.3,60,614.4,1622,4.018772,1503,723,471,2647,OK,0.19,0.36,,,,
S5,2020,4,19,2,8,6,45.396328,-71.87822,164.2,20,51.1,0.4,60,614.4,1679,1.14822,535,248,177,882,OK,0.18,0.35,,,,
S6,2020,4,19,2,8,8,45.396423,-71.878296,164.60001,15,51.1,0.4,60,614.4,1844,0.482775,151,84,63,263,UE,0.26,0.43,,,,
S1,2020,4,19,2,8,11,45.396568,-71.878403,164.89999,15,51,0.3,60,614.4,2838,6.145589,1510,994,830,2753,OK,0.35,0.5,,,,
S2,2020,4,19,2,8,13,45.396667,-71.878479,165.3,20,51,0.3,60,614.4,1701,0.991645,310,164,111,569,OK,0.22,0.4,,,,
S3,2020,4,19,2,8,16,45.396809,-71.878593,165.3,20,51,0.3,60,614.4,2365,1.500515,1114,467,355,1843,OK,0.15,0.3,,,,
S4,2020,4,19,2,8,18,45.396904,-71.878662,166,15,51.1,0.4,60,614.4,1937,1.630995,441,254,181,945,OK,0.26,0.44,,,,
S5,2020,4,19,2,8,21,45.396996,-71.878746,166.2,15,51,0.4,60,614.4,1643,0.561062,219,102,64,360,UE,0.17,0.35,,,,
S6,2020,4,19,2,8,23,45.397137,-71.87886,166.7,15,51.1,0.4,60,614.4,1720,0.313151,78,42,22,139,UE,0.18,0.37,,,,
S1,2020,4,19,2,8,26,45.397228,-71.878937,167.3,15,51,0.4,60,614.4,2361,0.169623,27,19,10,59,UE,0.25,0.44,,,,
S2,2020,4,19,2,8,28,45.397366,-71.879051,167.89999,15,51,0.3,60,614.4,1871,0.808973,407,175,112,685,OK,0.16,0.32,,,,
S3,2020,4,19,2,8,31,45.397465,-71.879135,168.2,15,51,0.4,60,614.4,1947,5.75415,1104,666,343,2219,OK,0.2,0.39,,,,
S4,2020,4,19,2,8,33,45.397617,-71.879272,168.5,15,51,0.4,60,614.4,2430,6.915419,917,677,328,2145,OK,0.24,0.43,,,,
S5,2020,4,19,2,8,35,45.397709,-71.879356,168.39999,15,51,0.4,60,614.4,2015,6.041205,3359,1411,920,5357,OK,0.15,0.31,,,,
S6,2020,4,19,2,8,38,45.397858,-71.879486,167.89999,15,51,0.4,60,614.4,1801,2.022434,552,306,202,979,OK,0.23,0.42,,,,
S1,2020,4,19,2,8,40,45.397976,-71.879585,167.3,15,51,0.4,60,614.4,2510,12.512993,2155,1495,957,4185,OK,0.31,0.49,,,,
S2,2020,4,19,2,8,43,45.398178,-71.879761,167.3,15,51,0.4,60,614.4,1626,2.244249,953,459,332,1697,OK,0.2,0.37,,,,
S3,2020,4,19,2,8,45,45.398319,-71.879883,165.10001,15,51,0.3,60,614.4,2032,9.485868,2184,1311,864,4030,OK,0.26,0.44,,,,
S4,2020,4,19,2,8,48,45.398457,-71.879997,165,15,51,0.4,60,614.4,1801,16.44043,4118,2296,1403,7395,OK,0.22,0.41,,,,
S5,2020,4,19,2,8,50,45.398628,-71.88015,164.60001,15,51,0.3,60,614.4,2080,5.923774,3528,1483,1012,5572,OK,0.15,0.31,,,,
S6,2020,4,19,2,8,53,45.398712,-71.880226,164.5,15,51,0.4,60,614.4,1795,2.074625,593,327,224,1055,OK,0.24,0.42,,,,
S1,2020,4,19,2,8,55,45.39888,-71.880386,164.39999,14,51,0.4,60,614.4,2565,4.214491,892,592,439,1542,OK,0.33,0.5,,,,
S2,2020,4,19,2,8,57,45.399025,-71.880508,163.5,14,51,0.4,60,614.4,2905,0.652398,551,216,153,864,OK,0.14,0.28,,,,
S3,2020,4,19,2,9,0,45.399254,-71.880714,161.5,14,51,0.4,60,614.4,1783,2.753119,1437,645,464,2382,OK,0.17,0.34,,,,
S4,2020,4,19,2,9,2,45.399429,-71.880867,159.7,14,51.1,0.4,60,614.4,1624,20.341768,6702,3317,2049,11856,OK,0.19,0.37,,,,
S5,2020,4,19,2,9,5,45.3997,-71.881111,159.7,14,51.1,0.4,60,614.4,1757,7.776584,3641,1619,1062,5850,OK,0.17,0.33,,,,
S6,2020,4,19,2,9,7,45.399864,-71.881264,157.2,14,51.1,0.4,60,614.4,1739,1.526611,412,223,137,715,OK,0.21,0.4,,,,
S1,2020,4,19,2,9,10,45.400097,-71.88147,157.2,14,51,0.4,60,614.4,1642,3.601237,796,399,129,1430,OK,0.06,0.23,,,,
S2,2020,4,19,2,9,12,45.400257,-71.881615,157.7,14,51.1,0.4,60,614.4,1623,1.591851,561,278,183,1021,OK,0.2,0.38,,,,
S3,2020,4,19,2,9,15,45.400414,-71.88176,157.60001,14,51.1,0.4,60,614.4,1624,5.023464,1478,687,299,2545,OK,0.11,0.29,,,,
S4,2020,4,19,2,9,17,45.400639,-71.881966,157.5,14,51.1,0.4,60,614.4,1636,1.2787,541,275,218,923,OK,0.23,0.39,,,,
S5,2020,4,19,2,9,20,45.400772,-71.882095,156.39999,14,51,0.3,60,614.4,2521,4.801649,3470,1390,955,5438,OK,0.14,0.29,,,,
S6,2020,4,19,2,9,22,45.400913,-71.882286,154.10001,14,51.1,0.4,60,614.4,1645,2.753119,960,490,342,1634,OK,0.21,0.39,,,,
S1,2020,4,19,2,9,24,45.400993,-71.882439,152.8,14,51.1,0.4,60,614.4,2092,2.139865,699,405,339,1208,OK,0.29,0.44,,,,
S2,2020,4,19,2,9,27,45.401108,-71.882652,150.89999,14,51.1,0.4,60,614.4,2626,0.456679,367,149,110,570,OK,0.15,0.29,,,,
S3,2020,4,19,2,9,29,45.401184,-71.882797,150.5,14,51.1,0.4,60,614.4,3045,2.231201,2021,793,579,3197,OK,0.14,0.28,,,,
S4,2020,4,19,2,9,32,45.401318,-71.882996,150.5,14,51.1,0.3,60,614.4,1747,4.710313,1568,844,631,2775,OK,0.24,0.41,,,,
S5,2020,4,19,2,9,34,45.401409,-71.883102,149.10001,14,51.2,0.4,60,614.4,1812,0.339247,200,91,72,308,UE,0.18,0.34,,,,
S6,2020,4,19,2,9,37,45.401497,-71.883217,148.89999,14,51.1,0.3,60,614.4,1859,0.208767,70,39,30,118,UE,0.26,0.43,,,,
S1,2020,4,19,2,9,39,45.40163,-71.883362,148.8,14,51.1,0.3,60,614.4,2543,0.117432,33,21,17,59,UE,0.33,0.48,,,,
S2,2020,4,19,2,9,42,45.401714,-71.883438,148.7,14,51.2,0.4,60,614.4,1729,0.182671,104,48,37,172,UE,0.19,0.35,,,,
S3,2020,4,19,2,9,44,45.401836,-71.883553,151.2,14,51.2,0.4,60,614.4,1677,0.808973,447,212,173,761,OK,0.2,0.35,,,,
S4,2020,4,19,2,9,46,45.401917,-71.883621,152,14,51.2,0.3,60,614.4,1620,0.339247,118,57,34,208,UE,0.18,0.36,,,,
S5,2020,4,19,2,9,49,45.402046,-71.88372,151.89999,14,51.2,0.3,60,614.4,5238,0.443631,837,295,218,1238,OK,0.12,0.23,,,,
S6,2020,4,19,2,9,51,45.402138,-71.883781,152.8,14,51.2,0.4,60,614.4,2027,0.874213,550,238,177,890,OK,0.16,0.32,,,,
S1,2020,4,19,2,9,54,45.402279,-71.883873,152.39999,14,51.2,0.4,60,614.4,2408,4.932129,3649,1515,1131,5962,OK,0.15,0.3,,,,
S2,2020,4,19,2,9,56,45.402367,-71.883934,152.10001,14,51.2,0.4,60,614.4,3914,0.117432,149,57,44,232,UE,0.13,0.26,,,,
S3,2020,4,19,2,9,59,45.4025,-71.884033,152.10001,14,51.3,0.3,60,614.4,2042,0.991645,694,307,249,1098,OK,0.17,0.32,,,,
S4,2020,4,19,2,10,1,45.402588,-71.884087,151.7,14,51.3,0.4,60,614.4,2842,0.208767,190,78,62,303,UE,0.14,0.29,,,,
S5,2020,4,19,2,10,4,45.402668,-71.884132,151.89999,14,51.3,0.4,60,614.4,3277,2.439968,592,404,352,1201,OK,0.37,0.51,,,,
S6,2020,4,19,2,10,6,45.402779,-71.884216,152.3,14,51.3,0.3,60,614.4,1703,0.665446,254,134,106,436,OK,0.24,0.4,,,,
S1,2020,4,19,2,10,9,45.402863,-71.88427,153.10001,14,51.3,0.4,60,614.4,2992,0.835069,191,130,107,386,OK,0.36,0.51,,,,
S2,2020,4,19,2,10,11,45.402992,-71.884361,153,14,51.3,0.4,60,614.4,1737,2.49216,1376,636,500,2392,OK,0.19,0.34,,,,
S3,2020,4,19,2,10,13,45.40308,-71.884422,153.39999,14,51.3,0.4,60,614.4,1975,7.254665,2020,1169,865,3742,OK,0.27,0.44,,,,
S4,2020,4,19,2,10,16,45.403217,-71.884537,154.10001,14,51.3,0.3,60,614.4,1693,5.806342,2648,1213,833,4451,OK,0.18,0.35,,,,
S5,2020,4,19,2,10,18,45.403313,-71.884598,153.7,14,51.3,0.4,60,614.4,4665,0.965549,1335,438,251,1927,OK,0.14,0.23,,,,
S6,2020,4,19,2,10,21,45.403458,-71.88472,153.7,14,51.3,0.3,60,614.4,2002,0.50887,248,100,52,395,UE,0.13,0.28,,,,
S1,2020,4,19,2,10,23,45.403561,-71.884804,154.8,13,51.3,0.4,60,614.4,1631,1.748427,403,198,64,720,UE,0.06,0.23,,,,
S2,2020,4,19,2,10,26,45.403713,-71.884903,154.89999,14,51.3,0.4,60,614.4,1645,0.952501,385,197,154,672,OK,0.23,0.39,,,,
S3,2020,4,19,2,10,28,45.403793,-71.884949,154.5,14,51.3,0.4,60,614.4,2112,0.495822,334,144,110,499,OK,0.16,0.32,,,,
S4,2020,4,19,2,10,31,45.403847,-71.884995,154.39999,14,51.3,0.4,60,614.4,1855,3.105414,1163,640,539,2269,OK,0.26,0.42,,,,
S5,2020,4,19,2,10,33,45.403877,-71.88501,153.2,14,51.3,0.4,60,614.4,4425,2.648736,3628,1311,940,5685,OK,0.12,0.25,,,,
S6,2020,4,19,2,10,35,45.403881,-71.88501,152.2,13,51.3,0.4,60,614.4,1626,0.848117,365,176,128,606,OK,0.2,0.37,,,,
S1,2020,4,19,2,10,38,45.403881,-71.88501,150.3,13,51.3,0.4,60,614.4,1740,0.430583,180,96,81,305,UE,0.25,0.4,,,,
S2,2020,4,19,2,10,40,45.403889,-71.885017,149,13,51.3,0.4,60,614.4,3241,3.483805,3287,1260,893,5367,OK,0.13,0.27,,,,
S3,2020,4,19,2,10,43,45.403896,-71.885017,147.89999,13,51.3,0.4,60,614.4,1626,2.635688,1035,519,384,1722,OK,0.21,0.38,,,,
S4,2020,4,19,2,10,45,45.403896,-71.88501,147,13,51.3,0.4,60,614.4,1620,2.218153,1183,590,514,2167,OK,0.22,0.36,,,,
S5,2020,4,19,2,10,48,45.403896,-71.885002,147,13,51.3,0.3,60,614.4,5882,1.004693,3742,1241,910,5646,OK,0.11,0.21,,,,
S6,2020,4,19,2,10,50,45.403896,-71.885002,145.39999,12,51.3,0.4,60,614.4,1663,0.861165,396,185,132,652,OK,0.19,0.36,,,,
S1,2020,4,19,2,10,53,45.403896,-71.884995,145.10001,12,51.3,0.4,60,614.4,1635,0.365343,188,96,85,318,UE,0.23,0.37,,,,
S2,2020,4,19,2,10,55,45.403896,-71.884987,144.89999,12,51.3,0.4,60,614.4,5585,1.539659,3463,1180,846,5415,OK,0.12,0.22,,,,
S3,2020,4,19,2,10,58,45.403908,-71.885002,145,14,51.3,0.4,60,614.4,1737,1.735379,834,376,258,1399,OK,0.17,0.34,,,,
