Capteurs,Date,,,Heure,,,Longitude,Latitude,Altitude,,,,,,,,R,G,B,Clear,,,,,,,,,
S2,2019,10,30,5,52,44,45.383595,-71.92942,232,22,72.3,10.6,60,614.4,1621,0.169623,107,54,50,159,OK,,,,,,,,
S1,2019,10,30,5,52,48,45.383713,-71.92942,231.7,22,72.3,10.6,60,614.4,1830,3.13151,1165,638,531,1998,OK,,,,,,,,
S2,2019,10,30,5,52,51,45.383831,-71.92942,231.2,22,72.4,10.7,60,614.4,1620,1.422228,714,356,301,1160,OK,,,,,,,,
S1,2019,10,30,5,52,54,45.383995,-71.92942,230.39999,22,72.4,10.7,60,614.4,2587,6.132541,1297,863,643,2390,OK,,,,,,,,
S2,2019,10,30,5,52,57,45.384132,-71.92942,230,22,72.4,10.7,60,614.4,2059,3.209798,959,559,443,1695,OK,,,,,,,,
S1,2019,10,30,5,53,1,45.384277,-71.92942,229.60001,22,72.3,10.7,60,614.4,2773,0.06524,15,10,8,28,OK,,,,,,,,
S2,2019,10,30,5,53,4,45.384426,-71.929413,228.89999,22,72.2,10.6,60,614.4,2726,0.417535,146,89,83,191,OK,,,,,,,,
S1,2019,10,30,5,53,7,45.384575,-71.929405,228.10001,22,72.3,10.7,60,614.4,1630,7.946208,3305,1580,1109,5583,OK,,,,,,,,
S2,2019,10,30,5,53,10,45.384773,-71.929405,227.39999,22,72.2,10.7,60,614.4,2289,0.221815,80,47,42,115,OK,,,,,,,,
S1,2019,10,30,5,53,13,45.384918,-71.929405,226.7,22,72.1,10.6,60,614.4,2610,0.052192,12,8,6,23,OK,,,,,,,,
S2,2019,10,30,5,53,17,45.385067,-71.929405,225.89999,22,72.2,10.7,60,614.4,2364,0.63935,193,117,99,278,OK,,,,,,,,
S1,2019,10,30,5,53,20,45.385208,-71.929398,225.3,22,72.2,10.7,60,614.4,2075,27.739962,5815,3576,2227,10902,OK,,,,,,,,
S2,2019,10,30,5,53,23,0,0,0,0,72.2,10.7,60,614.4,2230,1.800618,447,275,205,781,OK,,,,,,,,
S1,2019,10,30,5,53,26,45.385468,-71.929321,223.5,22,72.2,10.7,60,614.4,2838,0.143528,32,22,17,57,OK,,,,,,,,
S2,2019,10,30,5,53,29,45.385487,-71.929153,223.2,22,72.2,10.7,60,614.4,2497,0.143528,48,29,26,69,OK,,,,,,,,
S1,2019,10,30,5,53,33,45.385479,-71.928963,223,22,72.2,10.7,60,614.4,2418,0.091336,24,15,12,42,OK,,,,,,,,
S2,2019,10,30,5,53,36,45.385471,-71.928734,222.8,22,72.2,10.7,60,614.4,3196,0.247911,80,51,48,101,OK,,,,,,,,
S1,2019,10,30,5,53,39,0,0,0,0,72.1,10.7,60,614.4,1742,0.430583,205,109,98,389,OK,,,,,,,,
S2,2019,10,30,5,53,42,45.385456,-71.92849,222.89999,22,72,10.6,60,614.4,1896,0.221815,77,43,35,124,OK,,,,,,,,
S1,2019,10,30,5,53,45,45.38538,-71.928413,223.10001,22,72.1,10.7,60,614.4,2610,0.052192,12,8,6,23,OK,,,,,,,,
S2,2019,10,30,5,53,49,45.385254,-71.928406,223.10001,22,72,10.6,60,614.4,2476,0.078288,22,14,11,37,OK,,,,,,,,
S1,2019,10,30,5,53,52,45.385098,-71.928429,223.2,22,72,10.6,60,614.4,1624,5.845486,2113,1007,621,3613,OK,,,,,,,,
S2,2019,10,30,5,53,55,45.384892,-71.928467,223.2,22,72,10.6,60,614.4,2134,0.391439,97,59,42,170,OK,,,,,,,,
S1,2019,10,30,5,53,58,45.384735,-71.92849,223.39999,22,72.1,10.7,60,614.4,2560,0.06524,13,9,6,24,OK,,,,,,,,
S2,2019,10,30,5,54,2,45.384609,-71.92849,223.8,22,72.1,10.7,60,614.4,2539,0.169623,40,26,20,66,OK,,,,,,,,
S1,2019,10,30,5,54,5,45.384487,-71.92849,224.10001,22,72.1,10.7,60,614.4,1789,14.574571,7582,3396,2434,12489,OK,,,,,,,,
S2,2019,10,30,5,54,8,45.384369,-71.928497,224.60001,22,72,10.6,60,614.4,1820,0.247911,97,53,44,156,OK,,,,,,,,
S1,2019,10,30,5,54,11,45.384216,-71.928497,225.3,22,72.2,10.7,60,614.4,2507,0.052192,14,9,7,27,OK,,,,,,,,
S2,2019,10,30,5,54,14,45.384106,-71.928497,225.7,22,72.2,10.7,60,614.4,2046,0.182671,59,34,28,90,OK,,,,,,,,
S1,2019,10,30,5,54,18,45.384026,-71.928497,226.3,22,72.1,10.6,60,614.4,2773,0.06524,15,10,8,28,OK,,,,,,,,
S2,2019,10,30,5,54,21,45.383953,-71.92849,227.10001,22,72.3,10.7,60,614.4,1822,0.991645,515,227,156,851,OK,,,,,,,,
S1,2019,10,30,5,54,24,45.383892,-71.928391,228.2,22,72.3,10.7,60,614.4,2484,0.06524,15,10,7,29,OK,,,,,,,,
S2,2019,10,30,5,54,27,45.383881,-71.928154,229.8,22,72.3,10.7,60,614.4,1867,0.495822,179,99,82,297,OK,,,,,,,,
S1,2019,10,30,5,54,30,45.383881,-71.927925,230.60001,22,72.3,10.6,60,614.4,2243,5.558431,1537,930,741,2756,OK,,,,,,,,
S2,2019,10,30,5,54,34,45.383877,-71.927696,231.2,22,72.3,10.6,60,614.4,1667,0.391439,158,82,65,234,OK,,,,,,,,
S1,2019,10,30,5,54,37,45.383881,-71.927528,231.7,22,72.5,10.7,60,614.4,2298,0.078288,27,16,14,46,OK,,,,,,,,
S2,2019,10,30,5,54,40,45.383923,-71.927422,232.10001,22,72.4,10.6,60,614.4,1650,0.521918,195,100,74,320,OK,,,,,,,,
S1,2019,10,30,5,54,43,45.384075,-71.927353,232.60001,22,72.4,10.6,60,614.4,2765,5.1148,890,637,442,1623,OK,,,,,,,,
S2,2019,10,30,5,54,46,45.384243,-71.927353,232,22,72.6,10.7,60,614.4,1675,1.813666,937,488,446,1484,OK,,,,,,,,
S1,2019,10,30,5,54,50,45.384407,-71.927353,231.2,22,72.6,10.7,60,614.4,1996,0.247911,98,55,49,161,OK,,,,,,,,
S2,2019,10,30,5,54,53,45.384571,-71.927345,230.5,20,72.6,10.7,60,614.4,1754,2.257297,1137,605,563,1865,OK,,,,,,,,
S1,2019,10,30,5,54,56,0,0,0,0,72.7,10.7,60,614.4,2960,0.600206,149,99,84,224,OK,,,,,,,,
S2,2019,10,30,5,54,59,45.384857,-71.927361,229.10001,22,72.7,10.7,60,614.4,1622,0.221815,150,75,71,209,OK,,,,,,,,
S1,2019,10,30,5,55,2,45.384945,-71.927361,228.3,22,72.7,10.7,60,614.4,5521,1.891954,4150,1506,1208,6316,OK,,,,,,,,
S2,2019,10,30,5,55,6,45.385029,-71.927361,227.7,22,72.8,10.7,60,614.4,1906,0.260959,124,68,63,174,OK,,,,,,,,
S1,2019,10,30,5,55,9,45.385117,-71.927361,227.10001,22,72.8,10.7,60,614.4,2936,3.26199,2982,1205,934,4697,OK,,,,,,,,
S2,2019,10,30,5,55,12,45.385242,-71.927353,226.5,22,72.6,10.6,60,614.4,1636,0.404487,198,101,87,293,OK,,,,,,,,
S1,2019,10,30,5,55,15,45.385349,-71.927345,225.89999,22,72.8,10.7,60,614.4,2821,0.091336,24,16,13,41,OK,,,,,,,,
S2,2019,10,30,5,55,19,45.385437,-71.927269,225.60001,22,72.8,10.7,60,614.4,2362,0.260959,71,44,35,116,OK,,,,,,,,
S1,2019,10,30,5,55,22,45.385471,-71.927139,225.7,22,72.8,10.7,60,614.4,2465,0.104384,23,15,11,44,OK,,,,,,,,
S2,2019,10,30,5,55,25,45.385464,-71.926979,225.60001,22,72.7,10.7,60,614.4,1937,0.156576,49,28,21,81,OK,,,,,,,,
S1,2019,10,30,5,55,28,45.385452,-71.926735,225.60001,22,72.7,10.7,60,614.4,2610,0.078288,18,12,9,34,OK,,,,,,,,
S2,2019,10,30,5,55,31,45.385441,-71.926559,225.39999,22,72.7,10.7,60,614.4,2547,0.221815,78,47,43,103,OK,,,,,,,,
S1,2019,10,30,5,55,35,45.385437,-71.926445,225.39999,22,72.5,10.6,60,614.4,2888,0.078288,17,12,9,31,OK,,,,,,,,
S2,2019,10,30,5,55,38,45.385437,-71.926445,225.39999,22,72.6,10.7,60,614.4,2461,0.260959,86,52,46,121,OK,,,,,,,,
S1,2019,10,30,5,55,41,45.385437,-71.926445,225.39999,22,72.6,10.7,60,614.4,2888,0.078288,17,12,9,31,OK,,,,,,,,
S2,2019,10,30,5,55,44,45.385437,-71.926445,225.39999,22,72.6,10.7,60,614.4,1776,0.169623,59,32,25,92,OK,,,,,,,,
S1,2019,10,30,6,6,32,45.38229,-71.944107,197.39999,24,71.5,10.7,60,614.4,1671,2.753119,983,511,377,1750,OK,,,,,,,,
S2,2019,10,30,6,6,34,45.38229,-71.944107,197.3,23,72.7,10.7,60,614.4,2723,19.911186,4788,3136,2553,8443,OK,,4845.5,3184.5,2585,,Triolet ,,
S1,2019,10,30,6,6,37,45.38229,-71.944107,197.2,24,72.6,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,6,6,41,45.38229,-71.944107,197.10001,24,72.6,10.6,60,614.4,2731,20.289577,4838,3177,2580,8533,OK,,,,,,,,
S1,2019,10,30,6,6,44,45.38229,-71.944107,197.10001,23,72.6,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,6,6,47,0,0,0,0,72.6,10.6,60,614.4,1943,0.287055,142,78,74,212,OK,,,,,,,,
S1,2019,10,30,6,6,50,45.38229,-71.944107,197.10001,24,72.6,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S1,2019,10,30,6,6,59,45.38229,-71.944107,197.10001,24,72.6,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,6,7,1,45.38229,-71.944107,197.10001,24,72.6,10.6,60,614.4,2723,20.224337,4837,3172,2576,8527,OK,,,,,,,,
S1,2019,10,30,6,7,4,45.38229,-71.944107,197.10001,24,72.7,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,6,7,8,45.38229,-71.944107,197.2,24,72.7,10.6,60,614.4,2736,20.485296,4863,3198,2594,8584,OK,,,,,,,,
S1,2019,10,30,6,7,11,45.38229,-71.944107,197.2,24,72.7,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,6,7,14,45.38229,-71.944107,197.3,24,72.7,10.6,60,614.4,2746,20.681015,4886,3220,2610,8633,OK,,,,,,,,
S1,2019,10,30,6,7,17,45.38229,-71.944107,197.3,24,72.7,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,6,7,21,45.38229,-71.944107,197.39999,24,72.7,10.6,60,614.4,2747,20.58968,4861,3204,2597,8583,OK,,,,,,,,
S1,2019,10,30,6,7,24,45.38229,-71.944107,197.5,23,72.8,10.6,60,614.4,1677,7.998399,2825,1474,1087,5023,OK,,,,,,,,
S2,2019,10,30,6,7,27,45.382294,-71.944115,198.39999,23,72.8,10.6,60,614.4,2714,21.137695,5081,3325,2703,8900,OK,,,,,,,,
S1,2019,10,30,6,20,14,0,0,0,0,72,10.7,60,614.4,40943,0,1,0,0,1,OK,,,,,,,,
S2,2019,10,30,6,20,17,45.379536,-71.947792,201.2,22,72.9,10.7,60,614.4,1678,8.415934,1649,863,248,3206,OK,,1649,862.8,248.4,,Triolet Toaster,,
S1,2019,10,30,6,20,20,45.379536,-71.947792,201.2,21,72.9,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,6,20,23,45.379536,-71.947792,201.2,22,72.9,10.6,60,614.4,1677,8.389837,1646,861,248,3199,OK,,,,,,,,
S1,2019,10,30,6,20,26,45.379536,-71.947792,201.3,22,72.9,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,6,20,29,45.379536,-71.947792,201.3,22,72.9,10.6,60,614.4,1677,8.402886,1648,862,248,3203,OK,,,,,,,,
S1,2019,10,30,6,20,33,45.379539,-71.947792,201.39999,22,72.9,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,6,20,36,45.379539,-71.947792,201.39999,22,73,10.6,60,614.4,1677,8.415934,1651,864,249,3208,OK,,,,,,,,
S1,2019,10,30,6,20,39,0,0,0,0,73,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,6,20,42,45.379539,-71.947792,201.5,21,73,10.6,60,614.4,1677,8.415934,1651,864,249,3208,OK,,,,,,,,
S1,2019,10,30,6,20,45,45.379539,-71.947792,201.5,22,73.1,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,6,20,49,45.379539,-71.947792,201.5,22,73.1,10.6,60,614.4,1679,8.063639,1576,826,237,3058,OK,,,,,,,,
S1,2019,10,30,6,20,52,45.379539,-71.947792,201.60001,22,73.1,10.6,60,614.4,3242,0.013048,2,2,1,5,OK,,,,,,,,
S2,2019,10,30,6,20,55,0,0,0,0,73.1,10.6,60,614.4,1858,11.443061,1981,1173,452,4102,OK,,,,,,,,
S1,2019,10,30,6,28,19,0,0,0,0,71.1,10.7,60,614.4,3568,0.078288,10,9,6,24,OK,,,,,,,,
S2,2019,10,30,6,28,21,45.379429,-71.946632,196.7,23,72.4,10.7,60,614.4,8890,0,1,1,1,2,OK,,,,,,,,
S1,2019,10,30,6,28,25,45.379429,-71.946632,196.7,23,72.2,10.6,60,614.4,5070,22.625162,1199,1915,1228,4578,OK,,,,,,,,
S2,2019,10,30,6,28,28,45.379429,-71.946632,196.8,23,72.2,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S1,2019,10,30,6,28,31,45.379429,-71.946632,196.8,23,72.2,10.6,60,614.4,3785,0.013048,0,1,0,1,OK,,,,,,,,
S2,2019,10,30,6,28,34,45.379429,-71.946632,196.8,23,72.3,10.6,60,614.4,4185,26.670029,2300,2537,1658,6972,OK,,2286.8,2516,1645.8,,Triolet Aréna,,
S1,2019,10,30,6,28,37,45.379429,-71.946632,196.89999,23,72.3,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,6,28,41,45.379429,-71.946632,196.89999,21,72.4,10.6,60,614.4,4184,26.539551,2291,2526,1651,6954,OK,,,,,,,,
S1,2019,10,30,6,28,44,45.379429,-71.946632,197,23,72.4,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,6,28,47,45.379429,-71.946632,197.10001,23,72.4,10.6,60,614.4,4181,26.422117,2285,2516,1645,6938,OK,,,,,,,,
S1,2019,10,30,6,28,50,45.379429,-71.946632,197.3,23,72.5,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,6,28,54,45.379429,-71.94664,197.5,23,72.5,10.6,60,614.4,4176,26.291637,2282,2507,1640,6927,OK,,,,,,,,
S1,2019,10,30,6,28,57,45.379429,-71.94664,197.5,23,72.5,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,6,29,0,45.379429,-71.94664,197.60001,23,72.5,10.6,60,614.4,4177,26.095917,2276,2494,1635,6914,OK,,,,,,,,
S1,2019,10,30,6,29,3,45.379429,-71.94664,197.60001,23,72.6,10.6,60,614.4,5047,22.794785,1231,1938,1245,4646,OK,,,,,,,,
S2,2019,10,30,6,29,6,45.379429,-71.94664,197.60001,23,72.6,10.6,60,614.4,4116,28.822943,2517,2742,1778,7524,OK,,,,,,,,
S1,2019,10,30,7,12,46,0,0,0,0,61.4,12.8,60,614.4,2934,8.298502,7622,3088,2409,11986,OK,,,,,,,,
S2,2019,10,30,7,12,49,0,0,0,0,63,12.7,60,614.4,1824,4.697266,2252,1216,1131,3473,OK,,,,,,,,
S1,2019,10,30,7,12,56,0,0,0,0,63,12.7,60,614.4,3522,6.184733,6805,2673,2097,10673,OK,,,,,,,,
S2,2019,10,30,7,12,58,45.467751,-71.93306,177.7,14,62.9,12.6,60,614.4,1708,5.206136,2707,1424,1324,4556,OK,,,,,,,,
S1,2019,10,30,7,13,1,45.467796,-71.93309,175.60001,20,62.8,12.6,60,614.4,3184,1.174316,257,179,149,339,OK,,,,,,,,
S2,2019,10,30,7,13,4,45.467865,-71.933167,176.10001,14,62.8,12.6,60,614.4,1785,0.117432,50,27,23,81,OK,,,,,,,,
S1,2019,10,30,7,13,8,45.467934,-71.93325,176,20,62.8,12.6,60,614.4,1906,9.472818,2845,1610,1217,5072,OK,,,,,,,,
S2,2019,10,30,7,13,11,45.468014,-71.933342,175.8,20,62.8,12.6,60,614.4,2097,4.919081,1715,987,852,2848,OK,,,,,,,,
S1,2019,10,30,7,13,14,45.468128,-71.933464,174.8,20,62.7,12.6,60,614.4,1687,0.247911,160,77,69,301,OK,,,,,,,,
S2,2019,10,30,7,13,17,45.468231,-71.933571,174.3,20,62.7,12.6,60,614.4,2297,18.515055,4245,2673,1942,7840,OK,,,,,,,,
S1,2019,10,30,7,13,20,45.468353,-71.933693,173.8,20,62.7,12.6,60,614.4,1676,0.795925,180,94,39,341,OK,,,,,,,,
S2,2019,10,30,7,13,24,45.468475,-71.933807,173.10001,20,62.7,12.6,60,614.4,1628,1.513563,464,214,96,879,OK,,,,,,,,
S1,2019,10,30,7,13,27,45.468609,-71.933929,172.60001,20,62.7,12.6,60,614.4,1707,3.288086,636,342,111,1215,OK,,,,,,,,
S2,2019,10,30,7,13,30,45.4688,-71.934082,171.7,20,62.6,12.5,60,614.4,1657,5.649766,1200,614,200,2171,OK,,,,,,,,
S1,2019,10,30,7,13,33,45.468948,-71.934174,171.10001,20,62.7,12.5,60,614.4,5130,4.201443,7684,2815,2221,11636,OK,,,,,,,,
S2,2019,10,30,7,13,37,45.469116,-71.934273,170.7,20,62.6,12.5,60,614.4,1640,0.156576,82,42,37,123,OK,,,,,,,,
S1,2019,10,30,7,13,40,45.46928,-71.934349,170.5,20,62.6,12.5,60,614.4,1625,17.001492,7623,3696,2808,12731,OK,,,,,,,,
S2,2019,10,30,7,13,43,45.469429,-71.934418,170.5,20,62.6,12.5,60,614.4,1788,0.143528,65,35,31,93,OK,,,,,,,,
S1,2019,10,30,7,13,46,45.469627,-71.934502,170.60001,20,62.6,12.5,60,614.4,2036,16.192516,9901,4249,3075,16095,OK,,,,,,,,
S2,2019,10,30,7,13,49,45.469776,-71.934578,170.8,20,62.5,12.5,60,614.4,2519,0.274007,81,50,43,115,OK,,,,,,,,
S1,2019,10,30,7,13,53,45.469929,-71.934639,170.5,20,62.5,12.5,60,614.4,1620,30.179928,10848,5245,3338,18304,OK,,,,,,,,
S2,2019,10,30,7,13,56,45.470078,-71.934708,170.7,20,62.5,12.5,60,614.4,1783,0.548014,174,95,70,286,OK,,,,,,,,
S1,2019,10,30,7,13,59,0,0,0,0,62.4,12.5,60,614.4,4843,5.440999,8942,3315,2612,13615,OK,,,,,,,,
S2,2019,10,30,7,14,2,45.470417,-71.934845,169.39999,20,62.2,12.4,60,614.4,1621,0.182671,95,47,40,145,OK,,,,,,,,
S1,2019,10,30,7,14,5,45.470558,-71.934914,169.10001,20,62.2,12.4,60,614.4,1996,3.535997,2343,1037,826,3653,OK,,,,,,,,
S2,2019,10,30,7,14,9,45.470711,-71.934975,168.89999,20,62.1,12.4,60,614.4,2050,0.221815,143,62,47,219,OK,,,,,,,,
S1,2019,10,30,7,14,12,45.470863,-71.935043,168.60001,20,62.1,12.4,60,614.4,1683,10.125216,3330,1443,574,5538,OK,,,,,,,,
S2,2019,10,30,7,14,15,45.471081,-71.93515,168.2,20,62.1,12.4,60,614.4,1791,0.756782,245,134,100,395,OK,,,,,,,,
S1,2019,10,30,7,14,18,45.471252,-71.935234,168.2,20,62.1,12.4,60,614.4,2170,6.197781,1521,928,677,2672,OK,,,,,,,,
S2,2019,10,30,7,14,21,45.471409,-71.935303,168,15,62.1,12.4,60,614.4,1819,0.378391,137,75,61,209,OK,,,,,,,,
S1,2019,10,30,7,14,25,45.471558,-71.935394,168.10001,20,62.1,12.4,60,614.4,1982,12.591281,7749,3382,2537,12625,OK,,,,,,,,
S2,2019,10,30,7,14,28,45.471703,-71.935478,168.2,20,62.1,12.4,60,614.4,1629,0.247911,126,64,56,196,OK,,,,,,,,
S1,2019,10,30,7,14,31,45.471889,-71.935638,165.89999,20,62.1,12.4,60,614.4,1639,10.855903,4358,2219,1715,7292,OK,,,,,,,,
S2,2019,10,30,7,14,34,45.472027,-71.935776,165.2,14,62.1,12.4,60,614.4,1866,0.234863,81,45,36,132,OK,,,,,,,,
S1,2019,10,30,7,14,38,45.472168,-71.935951,164.5,15,62.1,12.3,60,614.4,1637,8.154975,2938,1488,1051,4991,OK,,,,,,,,
S2,2019,10,30,7,14,41,45.472301,-71.936119,163.60001,20,62.1,12.3,60,614.4,2273,0.391439,126,75,64,205,OK,,,,,,,,
S1,2019,10,30,7,14,44,45.472416,-71.936287,163,20,62.2,12.3,60,614.4,2351,0.665446,186,114,93,332,OK,,,,,,,,
S2,2019,10,30,7,14,47,45.472565,-71.936539,160.89999,20,62.2,12.3,60,614.4,2465,1.383084,978,394,271,1512,OK,,,,,,,,
S1,2019,10,30,7,14,50,45.472664,-71.936752,159.7,20,62.2,12.3,60,614.4,1662,0.104384,31,16,9,55,OK,,,,,,,,
S2,2019,10,30,7,14,54,45.472748,-71.936966,159,20,62.2,12.3,60,614.4,1664,0.221815,86,39,22,139,OK,,,,,,,,
S1,2019,10,30,7,14,57,45.472832,-71.937187,158.10001,20,62.2,12.3,60,614.4,2552,1.683187,525,322,284,987,OK,,,,,,,,
S2,2019,10,30,7,15,0,0,0,0,0,62.2,12.2,60,614.4,1626,0.404487,179,90,71,272,OK,,,,,,,,
S1,2019,10,30,7,15,3,45.473011,-71.93766,157.10001,20,62.3,12.3,60,614.4,3267,4.188395,947,658,559,1745,OK,,,,,,,,
S2,2019,10,30,7,15,6,45.473087,-71.937874,157.10001,20,62.2,12.2,60,614.4,2431,0.391439,102,64,51,184,OK,,,,,,,,
S1,2019,10,30,7,15,10,45.473164,-71.938072,157.2,20,62.2,12.2,60,614.4,1982,0.039144,12,7,5,22,OK,,,,,,,,
S2,2019,10,30,7,15,13,45.47324,-71.938263,157.39999,20,62.2,12.2,60,614.4,1659,0.078288,31,16,12,51,OK,,,,,,,,
S1,2019,10,30,7,15,16,45.473331,-71.938515,157.39999,20,62.2,12.2,60,614.4,1763,8.63775,1543,867,280,2876,OK,,,,,,,,
S2,2019,10,30,7,15,19,45.4734,-71.938705,157,20,62.2,12.2,60,614.4,1621,0.260959,113,56,42,191,OK,,,,,,,,
S1,2019,10,30,7,15,22,45.473484,-71.938911,156.60001,20,62.2,12.2,60,614.4,2612,4.958225,1455,906,788,2476,OK,,,,,,,,
S2,2019,10,30,7,15,26,45.473572,-71.939133,156.2,15,62.2,12.2,60,614.4,1787,0.730686,389,175,128,594,OK,,,,,,,,
S1,2019,10,30,7,15,29,45.473652,-71.939354,155.89999,20,62.2,12.1,60,614.4,3180,0.300103,83,55,49,124,OK,,,,,,,,
S2,2019,10,30,7,15,32,45.473755,-71.939629,155.3,20,62.2,12.1,60,614.4,1951,0.313151,112,63,53,165,OK,,,,,,,,
S1,2019,10,30,7,15,35,45.473835,-71.93985,154.39999,20,62.3,12.1,60,614.4,2229,6.537028,1759,1067,835,3235,OK,,,,,,,,
S2,2019,10,30,7,15,39,45.473911,-71.940063,154,20,62.3,12.1,60,614.4,9187,15.500975,1766,2040,1992,5705,OK,,,,,,,,
S1,2019,10,30,7,15,42,45.474003,-71.940277,154.7,20,62.4,12.1,60,614.4,1981,0.782878,116,74,26,200,OK,,,,,,,,
S2,2019,10,30,7,15,45,45.474075,-71.940491,154.89999,20,62.4,12.1,60,614.4,1629,0.182671,81,39,29,132,OK,,,,,,,,
S1,2019,10,30,7,15,48,45.474171,-71.94075,153.60001,20,62.5,12.1,60,614.4,2254,3.105414,944,564,471,1607,OK,,,,,,,,
S2,2019,10,30,7,15,51,45.474243,-71.940941,152.89999,20,62.6,12.1,60,614.4,2146,0.391439,105,63,48,190,OK,,,,,,,,
S1,2019,10,30,7,15,55,45.474319,-71.941139,152.7,20,62.6,12.1,60,614.4,2732,9.681586,1927,1323,984,3761,OK,,,,,,,,
S2,2019,10,30,7,15,58,45.474388,-71.941338,152.39999,20,62.6,12,60,614.4,1875,0.182671,61,34,27,94,OK,,,,,,,,
S1,2019,10,30,7,16,1,0,0,0,0,62.6,12,60,614.4,1763,10.020833,3370,1823,1387,5842,OK,,,,,,,,
S2,2019,10,30,7,16,4,45.474548,-71.941795,151.8,20,62.7,12,60,614.4,1655,0.247911,99,51,40,172,OK,,,,,,,,
S1,2019,10,30,7,16,7,45.474625,-71.941994,152,20,62.8,12,60,614.4,1797,24.947699,6842,3785,2515,12417,OK,,,,,,,,
S2,2019,10,30,7,16,11,45.474697,-71.942177,151.8,20,62.9,12,60,614.4,1622,0.300103,118,57,39,193,OK,,,,,,,,
S1,2019,10,30,7,16,14,45.47477,-71.942368,151.89999,20,63,12,60,614.4,1694,5.088704,1709,736,295,2834,OK,,,,,,,,
S2,2019,10,30,7,16,17,0,0,0,0,63,12,60,614.4,2617,2.883599,2323,951,718,3612,OK,,,,,,,,
S1,2019,10,30,7,16,20,45.474968,-71.942841,152.8,15,63.1,12,60,614.4,2083,7.959256,2425,1415,1142,4239,OK,,,,,,,,
S2,2019,10,30,7,16,23,45.475067,-71.943039,153,15,63.2,12,60,614.4,1860,0.808973,458,203,149,731,OK,,,,,,,,
S1,2019,10,30,7,16,27,45.475159,-71.94323,153,20,63.3,11.9,60,614.4,2223,0.06524,16,10,7,28,OK,,,,,,,,
S2,2019,10,30,7,16,30,45.475246,-71.943436,152.89999,20,63.4,11.9,60,614.4,1777,0.848117,417,185,124,635,OK,,,,,,,,
S1,2019,10,30,7,16,33,45.475327,-71.943726,152.7,20,63.4,11.9,60,614.4,1833,0.078288,27,15,11,48,OK,,,,,,,,
S2,2019,10,30,7,16,36,45.475307,-71.943962,152.5,20,63.6,11.9,60,614.4,1655,0.274007,135,64,49,206,OK,,,,,,,,
S1,2019,10,30,7,16,40,45.475273,-71.944176,152.3,20,63.8,11.9,60,614.4,2448,1.265652,352,218,181,620,OK,,,,,,,,
S2,2019,10,30,7,16,43,45.475239,-71.944397,152.2,20,63.8,11.9,60,614.4,1866,0.469727,129,73,50,236,OK,,,,,,,,
S1,2019,10,30,7,16,46,45.475216,-71.944626,152,20,63.9,11.9,60,614.4,2090,0.078288,22,13,10,39,OK,,,,,,,,
S2,2019,10,30,7,16,49,45.475166,-71.944893,151.7,21,64,11.9,60,614.4,1669,0.274007,104,54,41,161,OK,,,,,,,,
S1,2019,10,30,7,16,52,45.475136,-71.945068,151.60001,21,64.1,11.9,60,614.4,2215,0.078288,19,12,8,33,OK,,,,,,,,
S2,2019,10,30,7,16,56,45.475105,-71.945251,151.39999,21,64.2,11.9,60,614.4,3491,0.104384,107,39,25,158,OK,,,,,,,,
S1,2019,10,30,7,16,59,45.475082,-71.945457,152.10001,21,64.2,11.9,60,614.4,1801,0.104384,25,14,8,44,OK,,,,,,,,
S2,2019,10,30,7,17,2,45.475056,-71.945679,152.3,21,64.3,11.9,60,614.4,1920,0.404487,135,76,61,202,OK,,,,,,,,
S1,2019,10,30,7,17,5,45.475018,-71.945969,152.7,21,64.3,11.8,60,614.4,2650,0.182671,46,30,24,74,OK,,,,,,,,
S2,2019,10,30,7,17,8,45.474991,-71.946152,152.2,21,64.3,11.8,60,614.4,1842,0.300103,105,58,46,173,OK,,,,,,,,
S1,2019,10,30,7,17,12,45.474968,-71.946335,151.89999,21,64.4,11.8,60,614.4,2427,4.384114,3344,1397,1069,5396,OK,,,,,,,,
