S1,2020,3,10,23,11,30,45.421337,-71.871315,262.60001,13,37.4,10.7,60,50.4,10435,10423.574,18,4,7,27,UE,,,,,
S4,2020,3,10,23,11,31,45.421337,-71.871315,262.10001,13,37.4,10.7,60,50.4,13441,10419.28,90,8,21,116,UE,,,,,
S1,2020,3,10,23,11,33,45.421337,-71.871307,262.20001,13,37.5,10.7,60,100.8,7994,5211.231,38,8,16,56,UE,,,,,
S4,2020,3,10,23,11,34,45.421333,-71.871315,262.39999,13,37.5,10.7,60,100.8,13128,5206.7773,189,17,45,243,UE,,,,,
S1,2020,3,10,23,11,35,45.421333,-71.871315,262.5,13,37.5,10.7,60,153.6,7746,3419.1917,78,16,33,116,UE,,,,,
S4,2020,3,10,23,11,36,45.421333,-71.871315,262.79999,13,37.5,10.7,60,153.6,13195,3413.2937,387,35,92,499,UE,,,,,
S1,2020,3,10,23,11,38,45.421333,-71.871315,263.10001,13,37.5,10.7,60,614.4,7587,854.6283,116,23,49,172,UE,,,,,
S4,2020,3,10,23,11,40,45.421333,-71.871323,263.20001,13,37.5,10.7,60,614.4,13278,844.45093,2304,209,546,2969,OK,,,,,
S1,2020,3,10,23,11,42,45.421337,-71.871323,263.39999,13,37.4,10.6,60,614.4,7590,853.20612,463,94,197,689,UE,,,,,
S4,2020,3,10,23,11,45,45.421337,-71.871323,263.39999,13,37.5,10.6,60,614.4,13278,844.45093,2304,209,546,2968,OK,,,,,
S1,2020,3,10,23,11,47,45.421337,-71.87133,263.70001,13,37.5,10.6,60,614.4,7590,853.20612,463,94,197,690,UE,,,,,
S4,2020,3,10,23,11,49,45.421337,-71.87133,264.20001,13,37.5,10.6,60,614.4,13278,844.45093,2304,209,546,2969,OK,,,,,
S1,2020,3,10,23,11,52,45.421333,-71.87133,264.39999,13,37.5,10.5,60,614.4,7615,853.20612,464,94,197,690,UE,,,,,
S4,2020,3,10,23,11,54,45.421333,-71.87133,264.70001,13,37.5,10.5,60,614.4,13270,844.45093,2302,208,545,2964,OK,,,,,
S1,2020,3,10,23,11,57,45.421333,-71.87133,265,13,37.5,10.5,60,614.4,7466,853.23224,458,94,197,688,UE,,,,,
S4,2020,3,10,23,11,59,45.421329,-71.87133,264.89999,13,37.5,10.5,60,614.4,13278,844.45093,2304,209,546,2966,OK,,,,,
S1,2020,3,10,23,12,2,45.421329,-71.87133,264.70001,13,37.5,10.5,60,614.4,7522,853.2583,458,95,197,689,UE,,,,,
S4,2020,3,10,23,12,4,45.421329,-71.87133,264.89999,13,37.5,10.4,60,614.4,13245,844.42487,2304,208,546,2966,OK,,,,,
S1,2020,3,10,23,12,7,45.421329,-71.871323,264.39999,13,37.5,10.4,60,614.4,7522,853.2583,458,95,197,690,UE,,,,,
S4,2020,3,10,23,12,9,45.421329,-71.871323,264.5,13,37.5,10.4,60,614.4,13275,844.43781,2303,208,545,2965,OK,,,,,
S1,2020,3,10,23,12,12,45.421329,-71.871315,263.79999,13,37.5,10.4,60,614.4,7522,853.2583,458,95,197,689,UE,,,,,
S4,2020,3,10,23,12,14,45.421329,-71.871277,263.20001,11,37.5,10.3,60,614.4,13234,844.43781,2302,208,546,2964,OK,,,,,
S1,2020,3,10,23,12,33,45.421326,-71.8713,263.79999,11,37.5,10.4,60,614.4,7526,853.66272,384,87,170,586,UE,2329,199.2,535.2,,Enseigne ardene
S4,2020,3,10,23,12,35,45.421322,-71.871307,262.70001,13,37.6,10.3,60,614.4,13480,844.24213,2330,199,535,2959,OK,,,,,
S1,2020,3,10,23,12,38,45.421314,-71.871315,262.20001,13,37.6,10.2,60,614.4,7526,853.66272,384,87,170,587,UE,,,,,
S4,2020,3,10,23,12,40,45.421314,-71.871315,262.29999,13,37.6,10.2,60,614.4,13469,844.24213,2328,199,535,2957,OK,,,,,
S1,2020,3,10,23,12,43,45.42131,-71.871315,262.60001,13,37.6,10.1,60,614.4,7526,853.66272,384,87,170,587,UE,,,,,
S4,2020,3,10,23,12,45,45.42131,-71.871323,262.60001,13,37.6,10.2,60,614.4,13469,844.24213,2328,199,535,2957,OK,,,,,
S1,2020,3,10,23,12,48,45.42131,-71.871323,262.70001,13,37.6,10.1,60,614.4,7526,853.66272,384,87,170,587,UE,,,,,
S4,2020,3,10,23,12,50,45.421307,-71.871323,262.79999,13,37.6,10.1,60,614.4,13469,844.24213,2328,199,535,2957,OK,,,,,
S1,2020,3,10,23,12,53,45.421307,-71.87133,263,13,37.6,10.1,60,614.4,7600,853.67578,384,88,170,588,UE,,,,,
S4,2020,3,10,23,12,55,45.421303,-71.871323,262.70001,13,37.6,10.1,60,614.4,13483,844.24213,2331,200,536,2962,OK,,,,,
S1,2020,3,10,23,17,14,45.421581,-71.871559,263.5,14,37.6,10.1,60,2.4,0,0,0,0,0,610,UE,,,,,
S4,2020,3,10,23,17,15,45.421581,-71.871559,263.29999,14,37.6,10.1,60,2.4,42345,218414.09,464,2,1,1207,UE,,,,,
S1,2020,3,10,23,17,16,45.421577,-71.871559,263.60001,14,38.8,8.5,60,24,2410,0.334028,1,1,0,4,UE,,,,,
S4,2020,3,10,23,17,18,45.421581,-71.871559,263.29999,14,38.8,8.5,60,24,1627,21888.172,2,2,15,4,UE,,,,,
S1,2020,3,10,23,17,19,45.421577,-71.871559,263.29999,14,38.8,8.3,60,50.4,2857,0.954365,11,9,5,24,UE,,,,,
S4,2020,3,10,23,17,20,45.421577,-71.871559,263.39999,14,38.8,8.3,60,50.4,5507,1.272487,13,13,11,34,UE,,,,,
S1,2020,3,10,23,17,21,45.421577,-71.871559,263.5,14,38.8,8.3,60,100.8,3087,1.113426,22,19,11,50,UE,,,,,
S4,2020,3,10,23,17,22,45.421577,-71.871559,263.5,14,38.8,8.3,60,100.8,5373,1.590608,34,33,28,89,UE,,,,,
S1,2020,3,10,23,17,23,45.421581,-71.871552,263.70001,14,38.8,8.3,60,153.6,3148,1.513563,46,39,24,102,UE,,,,,
S4,2020,3,10,23,17,25,45.421581,-71.871552,263.79999,14,38.8,8.3,60,153.6,5155,2.505208,78,76,63,204,UE,,,,,
