Lambda,Intensity
856,0.00E+00
856.5,6.48E-06
857,0.00E+00
857.5,0.00E+00
858,6.66E-08
858.5,0.00E+00
859,0.00E+00
859.5,0.00E+00
860,0.00E+00
860.5,0.00E+00
861,0.00E+00
861.5,1.22E-05
862,2.06E-05
862.5,1.07E-05
863,0.00E+00
863.5,0.00E+00
864,1.37E-06
864.5,2.17E-05
865,2.51E-05
865.5,1.24E-05
866,4.06E-06
866.5,8.72E-06
867,1.53E-06
867.5,0.00E+00
868,0.00E+00
868.5,0.00E+00
869,0.00E+00
869.5,2.21E-05
870,3.49E-05
870.5,5.04E-06
871,7.48E-07
871.5,3.89E-05
872,4.44E-05
872.5,7.76E-07
873,0.00E+00
873.5,0.00E+00
874,0.00E+00
874.5,1.48E-05
875,3.39E-05
875.5,2.62E-05
876,2.47E-05
876.5,3.26E-05
877,3.05E-05
877.5,6.89E-06
878,0.00E+00
878.5,2.02E-06
879,9.18E-06
879.5,2.22E-07
880,0.00E+00
880.5,2.34E-05
881,7.50E-05
881.5,6.42E-05
882,5.01E-06
882.5,0.00E+00
883,0.00E+00
883.5,0.00E+00
884,0.00E+00
884.5,0.00E+00
885,1.37E-05
885.5,2.69E-05
886,2.36E-06
886.5,0.00E+00
887,0.00E+00
887.5,0.00E+00
888,0.00E+00
888.5,0.00E+00
889,0.00E+00
889.5,0.00E+00
890,0.00E+00
890.5,0.00E+00
891,0.00E+00
891.5,3.34E-06
892,4.16E-05
892.5,6.24E-05
893,6.80E-05
893.5,6.90E-05
894,3.24E-05
894.5,2.22E-06
895,1.44E-05
895.5,6.70E-05
896,5.47E-05
896.5,0.00E+00
897,2.51E-05
897.5,7.35E-05
898,5.48E-05
898.5,3.85E-05
899,7.44E-06
899.5,0.00E+00
